Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
ONE PEARL BANK,1 Pearl Bank  #25-19,1,78,Strata,2159000,-,27679,2571,19-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #13-02,1,40,Strata,1076000,-,26900,2499,19-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-04,1,65,Strata,1565000,-,24077,2237,19-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-17,1,52,Strata,1346000,-,25885,2405,19-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-09,1,53,Strata,1345000,-,25377,2358,19-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #30-977,1,38,Strata,510000,-,13421,1247,16-Jul-19,Apartment,99 Yrs From 25/03/1968,1972,Resale,Private,1,5,59108,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #18-21,1,49,Strata,1259000,-,25694,2387,30-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #06-19,1,78,Strata,1849000,-,23705,2202,30-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #18-15,1,65,Strata,1756000,-,27015,2510,30-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #19-15,1,65,Strata,1777000,-,27338,2540,30-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-20,1,53,Strata,1374000,-,25925,2408,29-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-13,1,40,Strata,1061000,-,26525,2464,29-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #23-09,1,53,Strata,1444000,-,27245,2531,28-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #16-20,1,53,Strata,1368000,-,25811,2398,28-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-16,1,65,Strata,1574000,-,24215,2250,28-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #22-04,1,65,Strata,1724000,-,26523,2464,28-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #18-17,1,52,Strata,1456000,-,28000,2601,28-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #16-21,1,49,Strata,1237000,-,25245,2345,27-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #12-06,1,69,Strata,1834000,-,26580,2469,27-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-21,1,49,Strata,1242000,-,25347,2355,26-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-14,1,40,Strata,977000,-,24425,2269,26-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #20-04,1,65,Strata,1691000,-,26015,2417,26-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-08,1,119,Strata,2978000,-,25025,2325,25-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #14-790,1,43,Strata,555000,-,12907,1199,25-Jul-19,Apartment,99 Yrs From 25/03/1968,1972,Resale,Private,1,5,59108,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #27-04,1,65,Strata,1749000,-,26908,2500,25-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #24-10,1,49,Strata,1323000,-,27000,2508,24-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #03-16,1,65,Strata,1582000,-,24338,2261,24-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #16-01,1,102,Strata,2872000,-,28157,2616,24-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-02,1,40,Strata,982000,-,24550,2281,24-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-16,1,65,Strata,1737000,-,26723,2483,24-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-04,1,65,Strata,1536000,-,23631,2195,23-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #06-20,1,53,Strata,1281000,-,24170,2245,23-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-15,1,65,Strata,1720000,-,26462,2458,23-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-14,1,40,Strata,960000,-,24000,2230,22-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-16,1,65,Strata,1590000,-,24462,2273,22-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-19,1,78,Strata,1979000,-,25372,2357,22-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #06-04,1,65,Strata,1531000,-,23554,2188,22-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #36-06,1,69,Strata,2087000,-,30246,2810,22-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #16-15,1,65,Strata,1713000,-,26354,2448,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #23-16,1,65,Strata,1833000,-,28200,2620,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #15-17,1,52,Strata,1427000,-,27442,2549,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-20,1,53,Strata,1271000,-,23981,2228,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #21-10,1,49,Strata,1308000,-,26694,2480,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-17,1,52,Strata,1371000,-,26365,2449,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-20,1,53,Strata,1286000,-,24264,2254,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #15-04,1,65,Strata,1585000,-,24385,2265,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-04,1,65,Strata,1485000,-,22846,2122,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-04,1,65,Strata,1556000,-,23938,2224,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #19-06,1,69,Strata,1899000,-,27522,2557,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-04,1,65,Strata,1508000,-,23200,2155,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #05-04,1,65,Strata,1527000,-,23492,2182,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #17-17,1,52,Strata,1437000,-,27635,2567,21-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #13-16,1,65,Strata,1670000,-,25692,2387,19-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #15-03,1,40,Strata,1087000,-,27175,2525,15-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #18-16,1,65,Strata,1772000,-,27262,2533,14-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-03,1,40,Strata,982000,-,24550,2281,13-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #27-10,1,49,Strata,1339000,-,27327,2539,11-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-13,1,40,Strata,1030000,-,25750,2392,11-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-02,1,40,Strata,992000,-,24800,2304,11-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #20-15,1,65,Strata,1803000,-,27738,2577,11-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-14,1,40,Strata,1037000,-,25925,2408,11-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #05-13,1,40,Strata,1020000,-,25500,2369,9-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-05,1,65,Strata,1620000,-,24923,2315,8-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #24-09,1,53,Strata,1448000,-,27321,2538,6-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-03,1,40,Strata,1021000,-,25525,2371,5-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #11-17,1,52,Strata,1377000,-,26481,2460,4-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-03,1,40,Strata,992000,-,24800,2304,4-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #04-13,1,40,Strata,994000,-,24850,2309,3-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #03-03,1,40,Strata,986000,-,24650,2290,3-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #03-02,1,40,Strata,986000,-,24650,2290,1-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-13,1,40,Strata,1071000,-,26775,2487,31-Jul-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #05-03,1,40,Strata,1010000,-,25250,2346,28-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #06-09,1,53,Strata,1323000,-,24962,2319,28-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #11-02,1,40,Strata,1066000,-,26650,2476,28-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #19-22,1,83,Strata,2170000,-,26145,2429,25-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-14,1,40,Strata,1042000,-,26050,2420,25-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-03,1,40,Strata,1051000,-,26275,2441,24-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-06,1,69,Strata,1819000,-,26362,2449,24-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #19-20,1,53,Strata,1421000,-,26811,2491,24-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-15,1,65,Strata,1598000,-,24585,2284,23-Aug-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #12-761,1,149,Strata,1138888,-,7644,710,19-Aug-19,Apartment,99 Yrs From 25/03/1968,1972,Resale,HDB,1,5,59108,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-02,1,40,Strata,1021000,-,25525,2371,10-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #12-13,1,40,Strata,1080000,-,27000,2508,9-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,HDB,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #21-20,1,53,Strata,1432000,-,27019,2510,8-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #22-20,1,53,Strata,1436000,-,27094,2517,8-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #05-19,1,75,Strata,1841000,-,24547,2280,7-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #03-13,1,40,Strata,988000,-,24700,2295,5-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-05,1,65,Strata,1635000,-,25154,2337,4-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-14,1,40,Strata,997000,-,24925,2316,3-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #06-03,1,40,Strata,1016000,-,25400,2360,1-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #23-17,1,52,Strata,1481000,-,28481,2646,22-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-03,1,40,Strata,1056000,-,26400,2453,21-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #11-14,1,40,Strata,1052000,-,26300,2443,21-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
CRAIG PLACE,20 Craig Road  #07-07,1,52,Strata,950000,-,18269,1697,19-Sep-19,Apartment,99 Yrs From 22/05/1997,2000,Resale,HDB,2,8,89692,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #12-14,1,40,Strata,1057000,-,26425,2455,18-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #13-13,1,40,Strata,1086000,-,27150,2522,15-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-14,1,40,Strata,1048000,-,26200,2434,10-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #13-21,1,49,Strata,1192000,-,24327,2260,10-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #12-01,1,102,Strata,2811000,-,27559,2560,12-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #15-14,1,40,Strata,1102000,-,27550,2559,10-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #13-14,1,40,Strata,1062000,-,26550,2467,6-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-16,1,65,Strata,1646000,-,25323,2353,1-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-02,1,40,Strata,1056000,-,26400,2453,30-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #08-11,1,83,Strata,1966000,-,23687,2201,27-Sep-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #21-06,1,69,Strata,1912000,-,27710,2574,27-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #10-02,1,40,Strata,1062000,-,26550,2467,21-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,Private,3,16,169016,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #10-733,1,38,Strata,469800,-,12363,1149,17-Oct-19,Apartment,99 Yrs From 25/03/1968,1972,Resale,N.A,1,5,59108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #11-760,1,43,Strata,520000,-,12093,1123,16-Oct-19,Apartment,99 Yrs From 25/03/1968,1972,Resale,N.A,1,5,59108,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-04,1,65,Strata,1561000,-,24015,2231,15-Oct-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #19-21,1,49,Strata,1288000,-,26286,2442,11-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #11-03,1,40,Strata,1066000,-,26650,2476,5-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #21-21,1,49,Strata,1299000,-,26510,2463,3-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #11-11,1,78,Strata,1991000,-,25526,2371,1-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
THE ARRIS,28 Yan Kit Road  #03-05,1,90,Strata,1800000,-,20000,1858,31-Oct-19,Apartment,Freehold,2002,Resale,N.A,2,8,88271,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #02-05,1,65,Strata,1580000,-,24308,2258,25-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #07-11,1,78,Strata,1951000,-,25013,2324,19-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #09-06,1,69,Strata,1810000,-,26232,2437,16-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #22-21,1,49,Strata,1304000,-,26612,2472,15-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #03-05,1,65,Strata,1588000,-,24431,2270,13-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #05-05,1,65,Strata,1604000,-,24677,2293,13-Nov-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
DORSETT RESIDENCES,331 New Bridge Road  #05-04,1,64,Strata,1425000,-,22266,2069,12-Nov-19,Apartment,99 Yrs From 07/12/2009,2013,Resale,N.A,2,8,88764,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #22-05,1,65,Strata,1806000,-,27785,2581,17-Dec-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
ONE PEARL BANK,1 Pearl Bank  #23-20,1,53,Strata,1441000,-,27189,2526,1-Dec-19,Apartment,99 Yrs From 01/03/2019,Uncompleted,New Sale,N.A,3,16,169016,Central Region,Outram
COCO PALMS,15 Pasir Ris Grove  #08-17,1,70,Strata,910000,-,13000,1208,10-Jan-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,HDB,18,51,518142,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,86 Flora Road  #05-24,1,151,Strata,1528000,-,10119,940,10-Jan-19,Condominium,Freehold,2006,Resale,Private,17,50,507002,East Region,Pasir Ris
D'NEST,137 Pasir Ris Grove  #03-35,1,72,Strata,810000,-,11250,1045,10-Jan-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518133,East Region,Pasir Ris
LIVIA,73 Pasir Ris Grove  #05-23,1,85,Strata,817000,-,9612,893,8-Jan-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,HDB,18,51,518206,East Region,Pasir Ris
D'NEST,143 Pasir Ris Grove  #01-58,1,53,Strata,672888,-,12696,1179,7-Jan-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518136,East Region,Pasir Ris
CASA AL MARE,75 Jalan Loyang Besar  #04-01,1,72,Strata,1271000,-,17653,1640,6-Jan-19,Apartment,Freehold,Uncompleted,New Sale,HDB,17,50,506930,East Region,Pasir Ris
DAHLIA PARK CONDOMINIUM,3 Flora Drive  #06-13,1,120,Strata,1080000,-,9000,836,4-Jan-19,Condominium,Freehold,2003,Resale,Private,17,50,507010,East Region,Pasir Ris
THE PALETTE,103 Pasir Ris Grove  #13-08,1,70,Strata,800000,-,11429,1062,4-Jan-19,Condominium,99 Yrs From 20/10/2010,2015,Resale,HDB,18,51,518196,East Region,Pasir Ris
