school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
GEYLANG METHODIST SCHOOL (SECONDARY),http://www.geylangmethodistsec.moe.edu.sg,2 GEYLANG EAST CENTRAL,389705,67466503,na,67477317,na,gmss@moe.edu.sg,ALJUNIED MRT,"40,62,63,80,100,125,134,155,158",MR WEE TAT CHUEN,MR EKA TANU,MDM LOY WEE MENG,MDM TAN SOR LENG,na,na,na,Passionate Learners. Courageous Leaders. Caring Citizens.,"With God's help, to be a beacon of light by connecting, nurturing and inspiring GeMS to make a difference.","Founded in 1924, the School continues to stay true to its mission by developing passionate learners, courageous leaders and caring citizens who make a difference to the community.  We are a school where lives are connected and meaningful friendships are fostered. We create a caring and conducive environment for learning and teaching, where our students are inspired, lives are touched and ideas germinate and flourish, all for the purpose of making a positive influence or difference to the world around us.  We hope to see every student who graduate become useful members of society, grounded in sound moral principles.",GEYLANG,EAST,EAST 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school nurtures students' talents, interests, character and leadership qualities via a vibrant CCE curriculum and distinctive programmes, including a 4/5 years progressive Learning for Life Programme (LLP) in the area of Community and Youth Leadership. The LLP systematically equips students with critical inquiry skills, public-speaking skills and leadership competencies to prepare them for meaningful local and overseas Values-in-Action and service learning experiences.  The school also has an Applied Learning Programme (ALP) in Environmental Science and Sustainable Living.  We have vibrant CCA programmes spanning 22 CCAs, the Music, Art, Dance and Drama (MADD) enrichment programme and level camps for all students.  Through these, we develop all-round students who strive to contribute to our community."
CHIJ KATONG CONVENT,http://www.chijkatongconvent.moe.edu.sg,346 MARINE TERRACE,449150,64486433,na,64494405,na,chijktcs@moe.edu.sg,KEMBANGAN MRT,"4N, 13, 16, 31, 36, 43, 47, 48, 55, 134, 135, 150, 196, 196E, 197, 763",MDM CHAN GEK SAN PATRICIA,MDM ONG BEE HOON,"MR CHEAH KOK KEONG, GEORGE",na,na,na,na,A Caring School That Excels.,"The mission of an IJ Convent is the creation of a Christ-centred school community where all work together for the promotion of truth, justice, freedom and love, with special reference to the needs of persons who are disadvantaged in any way.","As a Catholic mission school, the CHIJ Katong Convent (KC) brand of education is anchored in building character and developing the whole person. We grow our student leadership, character and citizenship education programmes through meaningful learning experiences from partnerships established with local and overseas organisations. We are committed to striving for excellence in all that we do, stretching academic potential, inculcating strong moral values and nurturing all-round confident and gracious young ladies with hearts of compassion and a keen sense of duty to the community. Our KC Graduate will choose to live a life that matters, guided by our IJ Mission and Motto, growing to become ladies with values and of value to their community and our nation. She is a compassionate servant leader, effective communicator, innovative problem-solver and discerning citizen of the world.",MARINE PARADE,EAST,EAST 7,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"The school provides a broad-based student centric, values-driven curriculum to equip students with the knowledge, skills and attributes to face the challenges of the future. Based on the school's E3 approach, programmes are conceptualised from a differentiated tier: a good school Experience for all students, Enrichment programmes across subjects with special emphasis on the school's niche in Literature, Speech and Drama, Art and Music, and Extended opportunities for higher progress students to excel in their area of talent. These programmes include Drama, Enhanced Art Programme, Book and Music Week, Arts Education, Level Camps and Retreats, Student Leadership Development, Service Learning, ITE Elective Modules, Polytechnic Advanced Elective Modules and Work Attachments."
MONTFORT SECONDARY SCHOOL,http://www.montfortsec.moe.edu.sg,50 HOUGANG AVENUE 8,538785,65107070,na,63862804,na,contact@montfortsec.edu.sg,HOUGANG MRT,"74, 74E, 88, 101, 147, 147A, 161",MR MARK GERARD MINJOOT,MR LEE THUAN SIM,MR CHEONG WING FOOK MELVIN,na,na,na,na,"A Man for Others - a Scholar, Sportsman, Gentleman and Leader","Montfort is a Catholic School. Guided by our Montfortian values and spirituality, we nurture each individual to realize his potential and inspire him to be a Man for Others.","Montfort Secondary, established in 1916, is a Government Aided School of the Montfort Brothers of St Gabriel under the Catholic Archdiocese of Singapore.  As a Catholic school, we espouse the Universal Gospel Values and are committed to providing an inclusive, safe and dynamic environment for all our boys regardless of faith and background.  We also believe that there is a place for an all-boys education and we develop and cater our programmes to the needs of boys - giving them appropriate structure and discipline as well as the space to grow and discover their leadership, talents and strengths. Our School Motto ""Age Quod Agis"" which translates to ""Do Well in Whatever you Do"", reminds our boys of the dignity of work and that the work they do is important and represents who they are.  Hence, they need to take pride in their assigned tasks and do them to the best of their abilities.  Our School Values are Compassion, Humility, Respect, Integrity, Service, Team Spirit & Excellence - together they spell CHRISTE which also represents our faith in God and Christ.",HOUGANG,NORTH,NORTH 4,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Underlying Montfort Secondary's teaching and learning approach is the belief that boys learn better when we adopt Boy-Centric Teaching (BCT) strategies. Translated into classroom delivery, this would mean that teachers now incorporate novelty, movement and relevance into their lessons. The Applied Learning Programme (ALP) in Information Systems Technology & Design that was recently introduced aims to provide our students with foundational skills in this frontier learning domain. The development of leadership and character is another vital part of our Montfortian Education.  We do this through our flagship Montfort Values Plus (MVP) programme that is aligned to MOE's CCE curriculum and supported by a tiered Values-in-Action Programme for our boys from Secondary 1 through 5. Montfort's Learning for Life Programme (LLP) is centred on Leadership Development through Sports (Badminton, Softball & Football) & Outdoor Education, where our boys hone their leadership skills through various class, CCA and school activities, embarking on community and school projects based on the Kouzes & Posner Leadership Challenge Model. For our Catholic boys, we have programmes catered for them including Religious & Moral Education lessons and regular Eucharistic celebrations.  The school also provides opportunities for the students to appreciate the Arts through our 3 ""E"" Approach (Exposure, Expression & Excellence). All Secondary 1 students can look forward to participating in arts, music and theatre workshops organised by the Performing Arts CCAs."
SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190 DUNEARN ROAD,309437,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 700, 700A, 960, 971E, 972",MDM TAN YUNCHIN EUGENIA,MRS SHERMAINE TANG,MDM HO HUI PING,na,na,na,na,To be an asset to the country by developing capable women of character and relevance.,"To inspire and develop every student to fulfil her fullest potential, according to her individual pace and aspiration, so as to prepare her for meaningful roles in the community.","The SCGS education philosophy stems from our strong belief in providing a holistic and balanced education founded on a bedrock of timeless values and rich heritage. Our environment which offers the warmth and stability of a strong family fosters excellence and achievement based on every student's personal needs, interests and aptitude. We add colour, character and richness to the learning experience.",NOVENA,NORTH,NORTH 2,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,"SCGS offers both the Integrated Programme (IP) and the O-Level Programme. The SCGS IP provides an exceptional blend of excellence in academic and leadership development. It focuses on cultivating intellectual resilience and ethical leadership while facilitating the pursuit of possibilities. Our vibrant and collaborative learning community prepares students to meet challenges and inspires them to be Principled Leaders of Tomorrow. It comprises four key components: Core Academic, World Readiness and Character & Leadership Excellence Programmes and Passion Pursuit. We also offer a Bicultural Studies Programme which nurtures our girls' bicultural awareness and enhances their mastery of the Chinese Language. IP students will spend their first 4 years in SCGS before progressing to Eunoia Junior College to complete the IP. Students in the O-Level Programme enjoy an enriched experience that nurtures world-ready leaders of character and relevance. The Talent Development Programme provides opportunities for students to achieve excellence in their areas of interest, for example, through local/ overseas field trips, enhanced project work and mentorship programmes with local scientists. The Character and Leadership Excellence Programme covers World Readiness, Social Entrepreneurship and Environmental Responsibility through platforms such as Outdoor Education Camps, Overseas Trips, SC Model United Nations and Leading Youths in Research & Inquiry into Community & Society."
ST. ANDREW'S SECONDARY SCHOOL,http://www.standrewssec.moe.edu.sg,15 FRANCIS THOMAS DRIVE,359342,62851944,na,63823779,na,sass@moe.edu.sg,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",MRS TAN CHENG NEO MARION,"MR TEO HAN WOON, DENNIS",MISS TEO PEK HOON AGNES,na,na,na,na,St Andrew's Village: Home of Servant Leaders who bring life to the nations,"Making Lives, Waking Hearts To Serve the Coming Days Family   Society   Eternity","As a mission school, St Andrew's Secondary school provides a holistic education nurturing young men to become future-ready Servant Leaders. It is our belief that no one comes to the school by chance. Growing boys to become men requires our focus on three strategic areas: Empowering Learning : Building self-directed learners who excel in learning. Serving and Belonging : Fostering in our students, a strong sense of belonging and a disposition toward service and contribution. Every Boy Aspiring : Helping our students discover and hone their skills and talents and bringing out the best in them.",TOA PAYOH,SOUTH,SOUTH 5,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"In St Andrew's Secondary, we develop Saints to be Servant Leaders, equipped with 21st Century competencies including critical thinking and grounded with WISE and TRUE values. Saints undertake a variety of Values-in-action projects to serve the community, both local and overseas. The school offers customised programmes to cater to students with varied interests and strengths. The RKS Adams programme stretches our Express students who are academically strong while the Francis Thomas programme nurtures students to be self-directed learners. The Jacob's Ladder programme engages students in the Normal (Academic) stream to build a strong learning disposition. The Marshall Plan develops students in the Normal Technical stream with the life-skills to harness their potential. At the Lower Secondary level our Applied Learning programme on Engineering Design equips Saints with problem solving skills using the Design Thinking process. Saints get to identify themselves as engineers and are inspired to creatively design solutions to authentic issues. In key programmes like the Young Scientist programme and the Oral History project, Saints learn and apply problem solving skills in real world contexts. At Upper Secondary level, Saints embark on project-based learning via the Elective subjects they pursue. This encourages discovery, exploratory learning and problem solving so that they can make sense of their world and are better prepared for work. Our distinctive Rugby for Life programme leverages on the school's long standing tradition in this rugged and disciplined sport."
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,http://www.stanthonyscanossiansec.moe.edu.sg,1600 BEDOK NORTH AVENUE 4,469700,64490616,na,64490162,na,sacss@moe.edu.sg,"BEDOK MRT, BEDOK RESERVOIR MRT",17,MDM MAK LAI YING,MDM NG MEOW LENG NANCY,MISS CHEW PING PING GRACE,na,na,na,na,A passionate learning community that embraces innovation and excellence within a culture of compassion.,To nurture and empower Canossians through a holistic curriculum to be persons of integrity committed to serve God and others.,"The 'Formation of the Heart' is central to our education programme. We focus on the holistic development of students to enable them to reach their full potential and, at the same time, develop the attitudes and habits that will make them good women committed to God, compassionate to all and cheerful in service to others. Also central to a Canossian Education is the person-centeredness of the teacher and learner. The teachers and students respect the dignity of each person - irrespective of their intellectual, emotional, social and cultural background. We believe in nurturing our students in an atmosphere of warmth and affection, yet showing firmness when necessary, so that they will grow in self-discipline and experience joy in learning. Brain-Based Learning has been deployed as a whole-school approach to teaching and learning as we believe that learning should be in accordance with the way the brain is naturally designed to learn.",BEDOK,EAST,EAST 4,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Performing Arts Education, which is delivered as part of the lower secondary curriculum for all students, aims to develop students with a good foundation in music and drama, as well as to promote an appreciation for the arts and aesthetics. Through this programme, students develop problem-solving abilities and thinking skills like analysing, synthesising and evaluating. This helps them identify, appreciate and deepen their understanding of the art forms of our different ethnic and other national communities. Different modes of assessment have been used to measure the level of cognitive and affective development in the subjects. Various platforms, such as the Performing Arts Showcases and Arts Alive! Concerts, have also been organised for students to display their talents by performing to the school community and stakeholders."
ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24 SERANGOON AVENUE 1,556140,62889470,na,62898615,na,STGSS@MOE.EDU.SG,SERANGOON MRT,158,MR STEPHEN CHIN,MISS CHENG LI NGOH JACKIE,MDM YEE WHOY CHONG,MR CHIA SENG CHIANG AARON,na,na,na,"The Gabrielite...Servant Leader, Lifelong Learner, Gracious Citizen",Shaping lives for Service to God and Nation,"Founded in 1953, our Catholic, all boys school is an institution of the Montfort Brothers of St. Gabriel. Our mission is to shape the lives of Gabrielites who will serve the community as Servant Leaders, who are  Lifelong Learners and Gracious Citizens. Our philosophy of education is guided by the Montfortian Education Charter, formed by an understanding and study of the life and works of St. Louis Marie de Montfort. We design our programmes and curriculum to develop Gabrielites grounded in the values  of Respect, Resilience, Responsibility and Care. We emphasize and respect the need for personal spiritual growth and sustain it through daily reflections and actions. Our motto, Labour Omnia Vincit (Labour Conquers All), rallies Gabrielites to persevere in all endeavours with tenacity and determination. In our Gabrielite community, there is a strong culture of care amongst staff as well as students. This care is extended to the larger community, putting our values into action through service. Gabrielites have taken their responsibilities and roles with pride and dedication, striving for excellence in all their endeavours.   Our school has sustained high levels of achievement in the areas of academia, sports, aesthetics and uniformed groups. Our character and leadership programme aims to grow and nurture our students to be Servant Leaders through progressive development from self-directed to  collaborative learners and eventually serving actively and leading effectively.",SERANGOON,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Gabrielites are developed in their Cognitive, Leadership, Aesthetics, Physical, Social and Moral domains so as to grow into STAR (Special, Transformed, Active and Ready) Gabrielites, equipped and prepared for future challenges with 21st Century competencies, anchored in the core values of Respect, Resilience, Responsibility and Care. Our Community and Youth Leadership Programme nurtures Gabrielites into leaders of character and service. The 4-year programme provides learning opportunities integrating Service Learning, Student Leadership and Outdoor Education. In their junior years, Gabrielities grow as Learners and Leaders who are Self-Directed and Collaborative. In their senior years, they become Active and Effective Learners and Leaders through their self-initiated service to the community, advocating for the causes they serve. In their growth and development to become Servant Leaders, Gabrielites acquire skills, attitudes and values through experiential activities in STAR Camp, Applied Design Service Learning, Project Work Service Learning, Digital Media Arts, Elective Modules, iMAD (i Make a Difference) Carnival - a biennial event where all Gabrielites come together to serve and to make a difference to the community, and Applied Learning Programme in Flight and Aerospace."
CHIJ ST. JOSEPH'S CONVENT,http://www.chijstjosephsconvent.moe.edu.sg,62 SENGKANG EAST WAY,548595,64897580,na,64897589,na,CHIJSJCS@MOE.EDU.SG,SENGKANG MRT,"50, 82, 86, 88, 119,136",MISS PAULINE FUN KAR WHYE,MISS TAN KIM BERLINA,MRS MICHELLE WILLMAN,na,na,na,na,WOMEN OF INTEGRITY WITH THE PASSION TO PURSUE EXCELLENCE,"The mission of an Infant Jesus Convent is the creation of a Christ-centred school community where all work together for the promotion of truth, justice, freedom and love, with special reference to the needs of persons who are disadvantaged in any way.","We believe our students possess talents and will experience success. SJC is where we develop our girls' moral character (values-driven) and performance character (value-adding). Our goal is for our girls to embody the values of Love, Integrity and Freedom, and to grow as Engaged and Empowered learners, Effective leaders, and Eloquent individuals with strong Ethics (LIFE4). We provide a vibrant Aesthetics curriculum, and an extensive Differentiated Leadership Programme for all our students.",SENG KANG,NORTH,NORTH 1,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Our Applied Learning Programme (ALP), 'The Art of Communication through Theatre and Debates', uses a values-centred approach to deepen our girls' creativity, reflective-thinking and communication skills via a layered curriculum that integrates the arts, the languages and the humanities.  Through the analysis of social issues and the validation of aesthetics skills, this ALP supports our aim to nurture articulate and confident students who are women of integrity.  Our Learning for Life Programme (LLP), Thinking for Life Using the Future Problem Solving Model (FPSM), aims to broaden students' critical and creative thinking skills through the active discussion and engagement of the community in issues and problems that students have identified.  This approach seeks to deepen students' perspective-taking skills, empathy and social entrepreneurship to prepare them for active, engaged citizenship in a global world.  In line with SJC's emphasis on Performance and Moral Character-Building, SJC's Differentiated Leadership Programme is adapted from the Kouzes and Posner's Leadership Challenge Model and MacGregor's Everyday Leadership Model to ensure that every SJCian has extensive opportunities to develop her leadership skills to develop strong moral values."
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38 MALCOLM ROAD,308274,62500022,na,62533640,na,contact@sji.edu.sg,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 700, 960, 972",FR ADRIAN AUGUSTUS DANKER,MDM GOH POH KENN,MR DOMINIC ANG SWEE KENG,MDM LOH YOON LIN,MR LEONARD TAN SOON TECK,na,na,"A mission school of choice, recognised for values-centred education and learning driven by passion, that nurtures persons who make a difference to society.",Enabling youth in a Lasallian community to learn how to learn and to learn how to live; empowering them to become men and women of integrity and men and women for others.,"Catholic Lasallian Core Values: Faith, our foundation, Service, our way and Community, our support. School Slogan/Brand Statement: Nurturing Men & Women of Integrity and Men & Women for Others. At SJI, we endeavour to nurture young people to pursue their talents and interests so as to realize their fullest potential and to become persons of integrity with a strong desire to lead and serve others, especially the poor. Character and faith formation are central to an SJI education.",NOVENA,SOUTH,SOUTH 5,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,No,No,No,Yes,Chinese,Malay,Tamil,"SJI offers both the 4-year 'O'-level programme and a 6-year Integrated Programme (IP) leading to the International Baccalaureate (IB) Diploma at the end of the 6-year programme.  An SJI education aims to educate the whole person by providing a broad-based academic curriculum that is integrated with a comprehensive student development curriculum emphasising character and leadership development.  The SJI Education adopts a framework with 3-levels of Learning. Academic Foundations in Level 1 lays the foundations in core subjects such as English Language, Mother Tongue Languages, Humanities, Sciences, Mathematics and the Arts. Academic Extensions in Level 2 provides opportunities for students to further explore their areas of interest in specific subjects/topics. Sustained Inquiry and Thinking in Level 3 enables students to delve deeper into specific areas through sustained project work, including research work, or in innovative thinking programmes developed by SJI. Character and leadership development are nurtured through the curriculum, along with SJI's unique Religious, Moral and Social Education programme, co-curricular activities, leadership development opportunities, international experience, physical and outdoors education."
ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111 FARRER ROAD,259240,64664525,na,64666709,na,stmargaretss@moe.edu.sg,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",MDM LEE LIN YEE,MISS LIM HUI KHENG LINDA,MS TOH SUSAN,na,na,na,na,A Community of Learners Growing and Glowing for God.,"To provide an All-Round Education in a Christ-centred Environment to nurture Confident, Creative and Caring Young Ladies who will serve God, the Country and the Community.","Founded in 1842, St. Margaret's Secondary School is an autonomous mission school that strives to develop every girl to her fullest potential by equipping her with the skills, knowledge and attributes to become a confident, creative and caring young lady with sound values. We provide a value-added education with emphasis on the cognitive, character and aesthetics development of each girl. Our enriching curriculum and co-curriculum have brought about many value-added outcomes in student learning and development.",BUKIT TIMAH,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"An Autonomous School, St. Margaret's delivers an all-round education and has distinctive Cognitive, Arts, Sports and Student Leadership programmes to develop and hone student talents. With a rich heritage as the oldest girls' school in the Far East, we receive strong support from the stakeholder community. Our partners' contributions range from securing established professionals and volunteering themselves for the Professional Guidance Day and Assembly Speaker Series to inspire our students and provide them with career guidance, to offering them placements for their Work Attachment Programme. Our students achieve academic excellence through a rigorous curriculum that adopts a pedagogical framework utilising elements of Understanding by Design and Critical Thinking to deepen student understanding and encourage inventive thinking; online platforms and school-developed mobile apps further enhance the learning experience. All students are developed in leadership skills and dispositions through a tiered leadership programme and are coached by their teachers to guide their growth. As the S6 Cluster Centre of Excellence for Visual & Performing Arts, we are well-resourced with facilities such as an Art Studio & Gallery and Performing Arts Studio. Our engaging arts programme exposes students to varied art forms and experiences; they may also pursue the arts through the upper secondary Art, Drama or Enhanced Music programmes. Our students undergo a progressive PE programme that equips them with skills in sports & games and leverages on dance education to build physical conditioning and movement fundamentals. Through a vibrant Character and Citizenship Education programme that actively involves our students in serving the community, the integration of values in the curriculum & co-curriculum, the daily sharing of values and the Ethical Choices (EtCh) Programme, our students hone their socio-emotional competencies, imbibe sound values and learn to make ethical choices in life."
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490 EAST COAST ROAD,429058,63440929,63441429,63445152,na,stpatricksch@moe.edu.sg,KEMBANGAN MRT,"10,12,13,14,16,31,32,36,40,48,55,76,155,135,196,197",MR ERIC LEE WEI TAT,MR LEONG TSHUN KHONG PAUL,MDM NG FOONG MENG,na,na,na,na,A Lasallian Institution that nurtures Patricians to be worthy of God and man.,Touch hearts. Engage minds. Transform lives.,"As a Lasallian institution, St. Patrick's School seeks to imbue in its students the values of faith, service, community, honesty, humility and humanity. Patricians are constantly challenged to live the school values at all times in their pursuit of excellence in the academic and co-curricular areas. The school works closely with parents and other stakeholders to ensure that every student has a sound moral compass. The school motto ""Potest Qui Vult"", meaning ""He who wills, can"", is instilled in all students to enable them to respond with resilience in the face of challenges and adversity. The school also has a strong culture of care for all students and staff. It is within this caring environment that Patricians grow and develop to become mature and self-confident leaders who are always ready to serve society. These attributes make St. Patrick's School stand out as a 'School of Life'.",BEDOK,EAST,EAST 7,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school offers Health and Sports Science as its Applied Learning Programme (ALP). The ALP aims to equip students with a better understanding of Sports Science as well as their physical well-being. Topics such as Biomechanics, Physiology and Motor Control are covered. For the Life Long Learning Programme (LLP), the school offers a unique programme in Music. The LLP develops students in their understanding of music as well as develop their character.  Through the pursuit of excellence in music, the students learn discipline, team work, commitment and resilience. Student Leadership Development is another key programme where numerous opportunities are provided for students to exercise and develop their leadership skills. The school also has a Scholars' Development Programme to provide a suitable learning environment that caters for students with higher academic abilities. The students in the Scholars class participate in the Scholars' Development Programme to better equip them with the right skills and mindset for their all-round development."
CHIJ ST. THERESA'S CONVENT,http://www.chijsttheresasconvent.moe.edu.sg,160 LOWER DELTA ROAD,099138,64775777,na,64775700,na,CHIJSTCS@MOE.EDU.SG,"HARBOURFRONT MRT, TIONG BAHRU MRT","65, 121, 123, 123M, 124, 131, 131M, 195, 195A, 272, 855",MRS PAULINE WONG,MDM ONG LEE LEE,"MISS KUO ZHAOYAN, FELICIA",na,na,na,na,We are a community of Leaders and Learners for God and for Others.,"To create a Christ-centred school community where all work together for the promotion of truth, justice, freedom and love, with special reference to the needs of persons who are disadvantaged in any way.","CHIJ St. Theresa's Convent is a Catholic mission school started in 1933 in response to an urgent need to provide an education for the daughters of poor workers at the Harbour, Hospital and Railway in the Tanjong Pagar area.  Today, the school remains true to its mission to provide a quality education for all, with special reference to persons who are disadvantaged in any way.  The Theresian Brand of education seeks to equip our students with knowledge, skills and values for life, not just for examinations.  We believe that education must develop the Theresian student to go beyond self to serve others in the community.  The design and delivery of our curriculum is therefore guided by the Integral Pedagogy Process which starts with the Context of the learner, taking her through Experience and Reflection to Action and Evaluation.  It is only in action that the Theresian demonstrates learning and service to others.",BUKIT MERAH,SOUTH,SOUTH 4,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The curriculum is tailored to aid our students in discovering their potential, with the view of transforming them into positive change agents in the community.  Our programmes are grounded in the school's belief in holistic education through experiential learning.  Unique to CHIJ St. Theresa's Convent are our two Distinctive Programmes, ""Education for Life (EFL):  Developing Portable Skills through and for Real World Problem Solving"" and ""Developing Self-Directed, Confident and Resilient Leaders, Learners and Ladies through Sports and Hockey"".  We have customised our Values Education curriculum to align to the school's mission, vision and values and MOE's CCE learning outcomes.  The school employs school-wide teaching strategies to address the different learning needs of students, with the aim of heightening engagement during lessons.  Amongst the many approaches used are Integral Pedagogy Process, Cooperative Learning, Inquiry-Based Learning and Problem-Based Learning."
CHRIST CHURCH SECONDARY SCHOOL,http://www.christchurchsec.moe.edu.sg,20 WOODLANDS DRIVE 17,737924,68933297,na,68932789,na,ccss@moe.edu.sg,WOODLANDS MRT,901,MR LAU YAN BOON DAVID,MRS ANNE CHAN,MR ONG KAH HUI VICTOR,na,na,na,na,"A Caring, Persevering and Forward-looking community with God as the Enabler.",Empowering our Students to be ready for Service to the Nation.,"Education is for life. It helps to prepare our youths for responsibilities and successes in their journey of continuous learning. At Christ Church Secondary School (CHR), we strongly believe that our primary role is to nurture the whole child, and we endeavour to reflect this in every interaction with our students. Holding fast to our philosophy that each child has worth and must be nurtured to reach his/her fullest potential, the school aims to provide a holistic and integrated education for all students through our CHR AOP curriculum where the three components - Academic (A), Outdoor Education (O) and Pupil Well-being and Developmental Discipline (P) education ensure our students grow and develop into caring, persevering and forward-looking members of the community. Together with our nurturing team of staff, supportive parents, alumni and key stakeholders, we are dedicated to build the lives of our young charges.",WOODLANDS,NORTH,NORTH 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school's LLP, Developing Social Emotional Learning Competencies through Outdoor Adventure Learning, provides all students with authentic experiences to hone their Social Emotional Competencies and  demonstrate the school core values of Responsibility, Integrity, Care, Perseverance and Forward-Looking. Through exploring their environment, both local and overseas, they not only challenge themselves but also collaborate with one another to achieve their goals. The programme will bring students out of their comfort zones, allowing them to discover their potential to overcome challenges and build their character. The school's ALP, Developing 21st Century Competencies through an Inquiry Approach in Health Science and Technology, provides students with the opportunity to apply academic knowledge learnt across disciplines to authentic situations. Students acquire critical and inventive thinking dispositions and communications skills which prepares them for the complexities and challenges faced in the era of innovation and uncertainty. To develop confident and self-directed learners who take responsibility for their own learning, the school engages its students through a blended learning approach, which allows the thoughtful integration of ICT and a rich array of structured learning opportunities.  Key anchor programmes such as the Chingay Project for English and Humanities, Science Lower Seletar Reservoir Project, and Learning Mother Tongue through Drama and experiential learning journeys help to ignite interest and joy in learning."
