buildingId,location,buildingType,maxOccupancy,units
471,"POLYGON ((586.4934235707345 3124.6798610252213, 626.4695041573955 3123.296755487388, 623.5570007058363 3039.1162866051104, 583.5809201191754 3040.4993921429436, 586.4934235707345 3124.6798610252213))",Residental,4,[15]
472,"POLYGON ((818.9380151937893 1264.7099976084198, 816.7550525997118 1244.1207688727284, 756.3452282345116 1233.9200691376811, 759.5718865763164 1304.8775267734457, 823.1777445646431 1304.698203558798, 818.9380151937893 1264.7099976084198))",Commercial,,[418]
473,"POLYGON ((646.3284282700271 3329.1101802365697, 686.2559561655524 3331.5169449014356, 692.6932448060601 3224.7241929895126, 652.7657169105347 3222.3174283246467, 646.3284282700271 3329.1101802365697))",Residental,9,"[98,232,351]"
474,"POLYGON ((-867.8175986196701 4730.9417248615555, -859.5584007486225 4799.180056163866, -772.9141546801368 4809.687967504672, -783.4984020889302 4741.168760494001, -867.8175986196701 4730.9417248615555))",Commercial,,[852]
475,"POLYGON ((-2054.232856423231 5260.371673795483, -2057.298211034654 5300.254045855157, -1967.4706853688538 5307.158179330978, -1964.405330757431 5267.275807271304, -2054.232856423231 5260.371673795483))",Commercial,,[1291]
476,"POLYGON ((-1718.0700041054029 4031.874717677254, -1715.1618566064524 4121.3469713264885, -1659.1477550286672 4119.568994306287, -1652.3203361977137 4030.08682452165, -1718.0700041054029 4031.874717677254))",Residental,6,"[521,527,570]"
477,"POLYGON ((607.9617360873833 635.4519617476493, 608.6354689450244 670.0831224530689, 589.7139032221681 666.6638651915642, 582.6008333161561 706.0263376305788, 649.5777579291708 718.1295292580913, 647.2536618123489 598.6665326064159, 571.3971101331343 592.1785778258214, 567.9883848351939 632.0330705693402, 607.9617360873833 635.4519617476493))",Residental,7,"[71,167,208,317]"
478,"POLYGON ((-2500.5137921872533 2649.0929918526, -2500.0934174428376 2689.0907828550326, -2457.624339516887 2688.644435011033, -2457.3015267197557 2708.6355811628196, -2417.3067407214885 2707.9897538230184, -2418.271750665791 2648.22863218877, -2500.5137921872533 2649.0929918526))",Residental,3,[462]
479,"POLYGON ((847.1190268103983 4242.4044623825275, 847.0450633295867 4202.404530765041, 829.8102637708971 4202.436399463684, 836.1166486589007 4166.136774738898, 778.9179528560353 4156.199564821177, 779.8935218720931 4242.52876840365, 847.1190268103983 4242.4044623825275))",Commercial,,[421]
480,"POLYGON ((878.9961987645661 3932.509959104268, 876.9609124609593 3955.9744693079665, 916.8112834404733 3959.4310474996337, 923.7943750991278 3878.9240322519527, 847.153002749117 3899.69775784112, 857.6174530642489 3938.304690892091, 878.9961987645661 3932.509959104268))",Commercial,,
481,"POLYGON ((380.2049693183938 4096.457688263107, 340.215220009954 4095.5521772205807, 338.3086133454311 4179.752942272862, 378.2983626538709 4180.658453315389, 380.2049693183938 4096.457688263107))",Residental,1,[12]
482,"POLYGON ((-3643.1604153940375 7304.380481395427, -3725.7400094182453 7313.713241646191, -3732.1887698454166 7398.04623391159, -3652.046720898002 7379.906243723998, -3643.1604153940375 7304.380481395427))",Commercial,,
483,"POLYGON ((-2270.706359020104 4853.425453663392, -2310.6669234349333 4851.6497026537345, -2318.972017972046 5057.078694336287, -2254.353916242117 5054.487688743235, -2244.9366738863077 4945.0270074177115, -2274.6632630965505 4942.469536628982, -2270.706359020104 4853.425453663392))",Residental,17,"[469,519,554,561,596,695,697]"
484,"POLYGON ((-2026.2384339273533 4823.990794288575, -1954.1700888929665 4821.881069112143, -1950.3894827875934 4750.627545829027, -2025.6988711219853 4754.171999470087, -2026.2384339273533 4823.990794288575))",Residental,15,"[944,963,1209,1237,1263]"
485,"POLYGON ((-2339.348497033783 5157.1406436748985, -2339.3535214620365 5067.505350437816, -2379.353520356537 5067.5147546881, -2381.737371135983 5198.336602767986, -2429.434831346084 5206.41948933903, -2422.7516504653167 5245.857226258318, -2343.598810574937 5232.443861609721, -2339.348497033783 5157.1406436748985))",Commercial,,[850]
486,"POLYGON ((-683.21284685758 4106.507896697599, -682.3373177541262 4066.5174797356685, -865.4871967545614 4070.175559837254, -874.3064056680726 4154.894151148812, -868.1741298374748 4250.462560660855, -687.7786040989266 4248.176705261934, -481.48369577535766 4230.244212557722, -470.72365108210886 4066.7665861928463, -552.4887264851296 4069.166573111673, -551.3151429146667 4109.149353175135, -513.2777438230708 4108.032870865346, -518.9909354320987 4193.776954405512, -830.56671124022 4211.893383925922, -829.1028882732733 4106.984804070678, -683.21284685758 4106.507896697599))",Commercial,,[1324]
487,"POLYGON ((-3007.4551269500557 6249.787913483612, -2967.672919191338 6245.619467029329, -2977.121415563034 6155.44629345287, -3016.9036233217516 6159.614739907153, -3007.4551269500557 6249.787913483612))",Commercial,,[1334]
488,"POLYGON ((-1440.5682981428558 5894.151325672537, -1480.5426248971442 5892.718426324573, -1484.9835480340198 6016.609132825584, -1395.0291896961955 5993.018043156723, -1405.1762902537102 5954.3264891652425, -1443.0816433464627 5964.267403649705, -1440.5682981428558 5894.151325672537))",Residental,14,"[969,1010,1039,1160,1213,1258]"
489,"POLYGON ((-474.9078761901219 3532.69822423635, -514.2359094600864 3527.9083240810432, -528.1238360056951 3641.93676298939, -433.4306339791642 3632.19881139945, -435.1173737565238 3518.2493656892684, -475.11299218029114 3518.8414019216084, -474.9078761901219 3532.69822423635), (-473.9685311222723 3596.1566493288183, -482.35760499780196 3597.01935534716, -474.8662448802084 3535.510670324661, -473.9685311222723 3596.1566493288183))",Commercial,67,"[1280,1335,1343]"
490,"POLYGON ((662.077406468105 2556.203318880335, 702.0751554479995 2555.7789646163606, 709.2882294826001 2459.0473504085394, 660.9749220100367 2452.288028398613, 662.077406468105 2556.203318880335))",Commercial,,
491,"POLYGON ((1166.7967667129976 4306.452033657178, 1173.7222304920772 4425.679055086426, 1200.6613893154774 4424.11425738844, 1173.736644637941 4426.478628244581, 1171.5263669662806 4527.064653836547, 1230.9212815786461 4519.284750714449, 1241.5735403028782 4417.484163757004, 1213.1408267785603 4414.509007819843, 1209.076167023365 4344.53286020079, 1268.0984537786874 4341.793575895635, 1266.2440092778672 4301.8365860741615, 1166.7967667129976 4306.452033657178))",Commercial,,
492,"POLYGON ((98.66167602646357 4150.3055284052625, 99.13168503561836 4184.010733814359, 178.98919284764355 4182.897144751046, 180.46888560079157 4110.376542023315, 9.92553826558962 4110.554940755654, 10.038037895456332 4150.554782553257, 98.66167602646357 4150.3055284052625))",Commercial,,
493,"POLYGON ((546.2810413713815 1217.6384542185785, 459.77685405875576 1228.4205619048407, 457.2826123085421 1433.3584577090405, 537.3716959483493 1439.1413987204464, 532.6620010927367 1329.3998206751937, 494.3173352817019 1331.0454291904637, 497.8510974940059 1263.951708567292, 607.1740871656286 1257.9295955356317, 600.549375196042 1399.0667409960024, 592.6068232159919 1326.8272148734245, 552.6436084671551 1328.5422854079372, 557.4169891929196 1439.7678211413029, 637.5297685533618 1438.4753246569692, 647.4835906986158 1218.1215655286344, 546.2810413713815 1217.6384542185785))",Commercial,,[416]
494,"POLYGON ((846.5419919601675 479.02329870424825, 838.4073493672387 554.0586223303699, 917.9257253126203 559.0692177769256, 909.9263072632814 473.5574908373819, 846.5419919601675 479.02329870424825))",Residental,,
495,"POLYGON ((1763.8910498025593 3373.479823088192, 1803.8143258479881 3371.003529527139, 1796.60284182597 3199.2513281942643, 1756.6121959242755 3200.1163370758823, 1763.8910498025593 3373.479823088192))",Residental,12,"[161,164,177,183,244]"
496,"POLYGON ((2101.7943621812906 5065.115478526739, 2141.748045897095 5067.039837520673, 2146.018173470651 4978.38313311271, 2106.0644897548473 4976.458774118776, 2101.7943621812906 5065.115478526739))",Residental,2,[17]
497,"POLYGON ((552.5119220853915 2057.4739176726644, 592.4643308695344 2055.5232684615694, 587.8481941973548 1960.9774227598264, 547.8957854132119 1962.928071970921, 552.5119220853915 2057.4739176726644))",Residental,7,"[143,246,313]"
498,"POLYGON ((-2330.6540811230143 4850.761521619144, -2330.0009623069463 4761.5200026909615, -2421.8561011076777 4753.877078756914, -2425.17289037208 4793.739327927972, -2370.271264688123 4798.307487689489, -2375.412277542958 4957.104179309668, -2335.4517131281286 4958.8799303193255, -2330.6540811230143 4850.761521619144))",Residental,17,"[465,467,530,623,663,787]"
499,"POLYGON ((-371.5396398474897 4047.5652599007594, -408.07024692198195 4042.5223123744886, -371.5068204278371 4047.345561185191, -357.21459383069214 3958.4403402330704, -396.38894968841186 3952.142748654987, -391.26714306512076 3918.831044409394, -322.01614008420125 3908.0092051619354, -328.191978514321 3868.4888430724372, -426.3554574702512 3883.828828682827, -455.5130650439127 4147.003163253951, -426.06505348390067 4148.774212039065, -455.52022875570344 4147.112312263445, -461.2709461019027 4227.963472155105, -396.18276960572405 4220.015015009308, -371.5396398474897 4047.5652599007594))",Residental,17,"[998,1018,1125,1136,1193,1217]"
500,"POLYGON ((-2772.598294429251 6347.407555402498, -2812.5978643646613 6347.222069601844, -2813.081541821466 6451.5259580473485, -2590.583561896732 6450.937047595383, -2587.7160890415835 6343.140140143157, -2683.656951964149 6348.7943393153955, -2681.303666698372 6388.72505491702, -2628.8606144718665 6385.634364949722, -2629.54741334199 6411.453194972147, -2772.896736122092 6411.7657937276645, -2772.598294429251 6347.407555402498))",Commercial,,
501,"POLYGON ((-4121.941262613363 6599.5485059125685, -3874.8679450007835 6572.060031759159, -3879.435838354437 6532.321708313023, -4080.7155572144884 6554.951544669009, -4079.433850333743 6507.749207571027, -4119.419112272843 6506.6634692685075, -4121.941262613363 6599.5485059125685))",Residental,19,"[1431,1446,1488,1502,1590,1620,1628,1714]"
502,"POLYGON ((-1488.5961301063053 3837.8199148264976, -1485.8511505248846 3797.9142123881547, -1561.318512226116 3792.723065402241, -1564.0634918075366 3832.628767840584, -1488.5961301063053 3837.8199148264976))",Commercial,96,[892]
503,"POLYGON ((-1617.6109299152324 3967.9750682803665, -1679.4906143101869 3970.8034716253665, -1680.7134139795032 3914.288116820948, -1720.7040544233755 3915.1533779889924, -1718.6111758245543 4011.882040535236, -1578.2285946469729 4005.2908183767763, -1576.814847986584 3920.6448889413005, -1616.809270093642 3919.976906664242, -1617.6109299152324 3967.9750682803665))",Commercial,,
504,"POLYGON ((-835.3727353618262 5705.378084061306, -830.7539934650734 5670.017250648205, -797.977952280922 5668.512456756889, -799.81247578652 5628.5545473582815, -866.0753835401714 5631.596770128514, -877.0022304711741 5789.643293763198, -810.4077023730109 5789.824476455596, -810.6504139151313 5705.307088105559, -835.3727353618262 5705.378084061306))",Residental,11,"[961,1147,1225]"
505,"POLYGON ((-2057.604926256524 3068.6813040993466, -2057.955283358534 3108.67976969368, -2014.7061510853107 3109.058600241866, -2017.4941735270654 3159.365016533238, -1977.5554617078517 3161.5784523741413, -1972.4483651834437 3069.42721286138, -2057.604926256524 3068.6813040993466))",Residental,14,"[473,495,559,614]"
506,"POLYGON ((1303.0008969144562 4188.882390358061, 1342.9918722302432 4188.032747319999, 1340.5506587244524 4073.1297766873327, 1257.7324308648087 4072.5906006803216, 1257.4720222108695 4112.589753013001, 1301.3860676154973 4112.87564900794, 1303.0008969144562 4188.882390358061))",Commercial,,
507,"POLYGON ((-2672.609401777324 6851.271653621214, -2672.7043676742064 6891.271540889536, -2562.5910861584607 6891.532966789755, -2562.496120261578 6851.533079521433, -2672.609401777324 6851.271653621214))",Residental,14,"[959,979,1077,1087,1181,1250]"
508,"POLYGON ((-1481.086080757044 5672.128408864047, -1485.548518223009 5632.378105068196, -1647.612611447571 5658.247810736641, -1665.210338730772 5736.789288358249, -1626.1780772993468 5745.534719596836, -1614.2194207666157 5692.161318626666, -1481.086080757044 5672.128408864047))",Residental,11,"[916,1025,1239,1254]"
509,"POLYGON ((-3073.8833568752275 6610.646875381864, -3076.6206226255654 6650.55310767974, -2978.643477056052 6657.273598927359, -2901.105783718345 6676.552610201007, -2891.454035341256 6637.734524812036, -2972.4011831513767 6617.607785054586, -3073.8833568752275 6610.646875381864))",Commercial,,
510,"POLYGON ((100.44029443997812 4254.444069949652, 174.72453823593253 4253.600387941537, 178.09335820886633 4202.911581349482, 99.41055194201307 4204.008789551068, 99.55616466904162 4214.450944444017, 64.17713903926112 4214.807163765817, 63.5023462907643 4192.638642929883, 23.52086436024046 4193.855648533484, 25.388131529403488 4255.199744536377, 100.44029443997812 4254.444069949652))",Commercial,,
511,"POLYGON ((665.0699029300666 3615.299414502663, 671.7563269221904 3429.7350378512256, 685.796020003371 3335.9077829608837, 646.2364410375908 3329.9883478484594, 631.9357113302766 3425.560110251489, 625.9963888473719 3655.33408720217, 868.774426701049 3654.9605792697694, 868.6882603328162 3614.9606720779148, 665.0699029300666 3615.299414502663))",Commercial,,"[419,437]"
512,"POLYGON ((-1730.5171751508294 1244.5985212300227, -1731.7214555150094 1270.348095175484, -1651.471772079596 1274.1012880709332, -1654.1234495259225 1209.4390069391013, -1740.1079872578825 1203.8974198999306, -1742.6805958075126 1243.8146052372058, -1730.5171751508294 1244.5985212300227))",Residental,3,[10]
513,"POLYGON ((-3238.7009312423515 7655.870798236904, -3243.130179456697 7616.116782587467, -3304.2138355068278 7622.922501961117, -3300.0039950824766 7576.267977150752, -3339.8421380875584 7572.673208464636, -3348.4528177200104 7668.098955298797, -3238.7009312423515 7655.870798236904))",Residental,8,"[1585,1600,1690,1731]"
514,"POLYGON ((-1396.7414703497998 5952.871803552346, -1393.3422257154134 5992.7271060341445, -1278.75049447556 5982.95361785801, -1193.5986750067068 5964.591406790881, -1202.0304928385617 5925.490199033953, -1284.6900581595103 5943.314978288325, -1396.7414703497998 5952.871803552346))",Residental,8,"[957,1040,1172,1223]"
515,"POLYGON ((-1738.7601554733073 1093.0472191330691, -1698.7741332210937 1091.98985238237, -1699.2425097085586 1074.2774430997817, -1695.5833092402067 1146.6424954018344, -1736.2490744334375 1144.021641894018, -1738.8216829830676 1183.9388272312933, -1654.7170970493569 1189.3592539224035, -1664.0142141042397 1015.0070968432234, -1740.9374411294136 1010.7096644133555, -1738.7601554733073 1093.0472191330691))",Residental,6,"[86,160,318]"
516,"POLYGON ((376.31211329419773 1019.5915227860445, 270.28297075291766 1009.4248961298449, 266.4650730007231 1049.2422749581128, 460.1895041165023 1062.958294081401, 465.2355119499798 956.5580318276725, 425.28041838840596 954.6631707546965, 422.114835168575 1021.412747031889, 376.31211329419773 1019.5915227860445))",Commercial,,"[408,433]"
517,"POLYGON ((-1103.7774713017334 5119.6234200548415, -1143.813955617189 5122.028757093492, -1144.9012321265075 5201.830936299633, -1071.9470457693078 5203.236688178658, -1070.512114085746 5117.624883040825, -1103.7774713017334 5119.6234200548415))",Commercial,,
518,"POLYGON ((-3657.4990524879972 5835.985241949744, -3564.100190902195 5841.1356662401095, -3575.297904075291 5759.684762790455, -3676.0376592986586 5738.880669245537, -3684.127483779026 5778.054062510314, -3610.3333912524977 5798.532760433624, -3742.0927027355588 5786.563355000689, -3749.602473742551 5714.217739845768, -3743.631791443593 5576.720979544869, -3681.7611635542094 5569.559272157257, -3685.029311775496 5603.331877926787, -3588.3340206760017 5612.689004402906, -3584.48124964109 5572.874984819943, -3672.7367343878955 5564.334571697474, -3676.858680508805 5528.724712089414, -3780.27134746019 5540.695032840038, -3789.641568508325 5715.911638395791, -3778.541944322971 5822.840217034228, -3657.4990524879972 5835.985241949744))",Commercial,,
519,"POLYGON ((1328.038588118177 4873.541595381459, 1326.1974740964436 4809.62587736183, 1234.1014251108938 4808.019043554556, 1233.9762703828544 4815.192315558245, 1177.9079591208356 4807.402078588209, 1172.4031642599716 4847.021483348248, 1241.5258419878924 4856.625518629202, 1243.738437812018 4848.193271828069, 1242.0703270861375 4856.716554369108, 1328.038588118177 4873.541595381459))",Residental,3,[325]
520,"POLYGON ((2257.265389510943 4884.0875355422895, 2261.2629636147158 4809.620407459099, 2176.372476058873 4814.937888722005, 2173.883093269637 4888.204513497517, 2257.265389510943 4884.0875355422895))",Residental,2,[344]
521,"POLYGON ((-3651.9225911337257 6158.89850896056, -3651.829729255232 6198.898401168809, -3525.8359834742696 6198.605899982787, -3525.9288453527633 6158.606007774539, -3651.9225911337257 6158.89850896056))",Commercial,,[1736]
522,"POLYGON ((289.0187175755905 4148.786177654151, 288.3651361486776 4108.791517619111, 200.47608369316993 4110.22777566615, 198.78792444322903 4192.965442689014, 238.7796007761116 4193.781423133608, 239.6812221086464 4149.592437056265, 289.0187175755905 4148.786177654151))",Commercial,,
523,"POLYGON ((-1600.237121313265 5904.812102424689, -1599.3442214850315 5944.802135306605, -1542.402551743006 5943.530738324209, -1543.804333827206 5982.636970839234, -1646.180966945937 5986.1600369828275, -1642.9368848935408 5901.800865552833, -1682.9073410030574 5900.263777917986, -1687.7453480253553 6026.071404599964, -1505.1280861301684 6020.283046263491, -1500.9094756171742 5902.5943088549075, -1600.237121313265 5904.812102424689))",Residental,11,"[984,994,1006,1045,1205,1212]"
524,"POLYGON ((871.3045082365295 2335.3407231991846, 872.5998899664232 2295.3617038743705, 846.5772065094444 2294.518528897038, 843.0829455131577 2244.515342503804, 803.1802556909118 2247.303773056935, 809.191706694227 2333.328172874808, 871.3045082365295 2335.3407231991846))",Commercial,,
525,"POLYGON ((-3302.2199416380818 5499.304833299769, -3300.8891224123295 5459.3269779272205, -3387.7569150094287 5456.4352438056785, -3368.3556865669566 5533.777407821481, -3329.557752237642 5524.044972783003, -3336.046265867888 5498.178791840014, -3302.2199416380818 5499.304833299769))",Commercial,,
526,"POLYGON ((-2335.455106613643 4958.964331684106, -2375.429244970529 4957.526186133568, -2379.3211946845186 5065.705317437073, -2339.3470563276323 5067.14346298761, -2335.455106613643 4958.964331684106))",Residental,6,"[620,742]"
527,"POLYGON ((862.406683455821 4315.887007306908, 856.0499061746748 4355.37866949778, 941.0570634233994 4369.061850603751, 928.6535638826855 4264.035023263367, 888.9296241180139 4268.726356716958, 895.1211131034684 4321.152887029689, 862.406683455821 4315.887007306908))",Commercial,,"[384,411]"
528,"POLYGON ((-4382.212396464064 7191.471193824159, -4387.637845718531 7231.101542048559, -4294.293148809205 7243.880559618315, -4288.8676995547385 7204.2502113939145, -4382.212396464064 7191.471193824159))",Residental,6,"[1395,1597,1698]"
529,"POLYGON ((-1275.1576490966013 6002.638579689662, -1266.7258312647464 6041.73978744659, -1185.6304083485563 6024.252301196107, -1135.1559764956517 6023.167462282508, -1132.2953760662094 6075.333177229986, -1092.3553822416754 6073.142996119626, -1097.3344348019343 5982.345332141922, -1190.3186581087084 5984.3438272233125, -1275.1576490966013 6002.638579689662))",Commercial,,
530,"POLYGON ((-652.7517774653942 1605.1695127895205, -573.408338129632 1610.8079839841405, -570.5737314962814 1570.908547832308, -740.845844282109 1557.1618763251417, -744.3957778918763 1597.0040395616709, -652.7517774653942 1605.1695127895205))",Residental,7,"[100,258,312]"
531,"POLYGON ((-299.3182207452587 5801.501487832723, -298.82760004696576 5761.504496804267, -448.41614460766857 5759.66957786907, -448.9067653059615 5799.666568897526, -299.3182207452587 5801.501487832723))",Commercial,,
532,"POLYGON ((-1566.2714401870626 3676.4347255776675, -1526.663217976802 3670.850038178842, -1549.8640310991243 3463.5592168942276, -1550.6328381811193 3358.1663094348996, -1590.6317739777166 3358.45808870026, -1589.8517001487212 3465.3955126603096, -1566.2714401870626 3676.4347255776675))",Residental,8,"[474,555]"
533,"POLYGON ((2332.027646948721 5303.478527493318, 2335.773352764963 5263.654292561079, 2276.915007436982 5258.118315616274, 2284.514562503849 5228.945777983648, 2165.681066393593 5197.9892081832795, 2174.897680451191 5288.699520930679, 2332.027646948721 5303.478527493318))",Residental,10,"[6,16,95,222]"
534,"POLYGON ((-1185.7330966673767 3772.3705734660107, -1188.488192930998 3848.376817234585, -1083.1611603594847 3849.7661725703124, -1095.7391775967342 3777.012209044586, -1135.1544730488904 3783.8264943643567, -1130.7791042950482 3809.1345705678077, -1147.0318235680895 3808.920183038882, -1143.4923491454967 3721.5709989201787, -1135.4612770623953 3781.8069318066996, -1095.800538399435 3776.6082965330547, -1108.189111839702 3682.0950353100147, -1181.7701263223807 3680.993466685112, -1185.7330966673767 3772.3705734660107))",Residental,12,"[472,506,557,567,642,674]"
535,"POLYGON ((-3952.077432234089 7428.886417800765, -3951.7663527259147 7468.88520815172, -3835.62192068441 7467.981927015475, -3835.933000192584 7427.98313666452, -3952.077432234089 7428.886417800765))",Residental,7,"[1411,1443,1648]"
536,"POLYGON ((-3101.5466741574287 5867.1030988423745, -2908.459734609668 5854.11952108687, -2911.627566916766 5814.245157913596, -3102.9578840207128 5827.121298772677, -3279.333928492392 5827.168969382731, -3443.262240172439 5809.510770972774, -3448.6744841338764 5849.142924778766, -3280.946283543462 5867.1613260343875, -3101.5466741574287 5867.1030988423745))",Residental,3,[976]
537,"POLYGON ((-151.3317970072756 4313.033720738905, -169.06885353531518 4377.380115758641, -147.53144291715563 4385.318717001337, -169.24116216326829 4377.940535781635, -213.31138240804012 4507.613700500534, -117.83678699071774 4472.570403213647, -103.25270287237817 4352.517939567619, -120.15768791737709 4350.464306377362, -103.1270771287621 4351.740780379511, -90.20895334731486 4287.893550039364, -147.8943805051849 4300.563480271371, -151.3317970072756 4313.033720738905))",Commercial,,
538,"POLYGON ((572.5310837250729 3417.1170844610247, 612.0906626908532 3423.036519573449, 632.7645664357757 3221.7342776340356, 626.4839375212033 3123.5896086069592, 586.5655903897735 3126.144126623077, 592.6874924322644 3221.8084395364554, 572.5310837250729 3417.1170844610247))",Residental,4,"[150,195]"
539,"POLYGON ((-1402.897714174402 2710.8371275993486, -1403.5242970531947 2670.842035476739, -1498.8500024178732 2672.3354550870063, -1498.2234195390804 2712.330547209616, -1402.897714174402 2710.8371275993486))",Residental,5,"[496,678]"
540,"POLYGON ((-794.9842426442647 4273.283796700134, -793.0892303098858 4313.238883087884, -684.7853339513782 4308.102184909611, -686.6803462857571 4268.147098521862, -794.9842426442647 4273.283796700134))",Commercial,,
541,"POLYGON ((-1741.9656186054638 4637.134802721506, -1823.7239251498195 4633.224779108106, -1823.9593950605117 4735.115633161699, -1783.9595018746372 4735.20807297255, -1783.8207742105828 4675.1788313178895, -1781.9589879809448 4728.928159060031, -1783.9921695641297 4773.617257870919, -1783.9771860463752 4736.427233465716, -1823.9629318948591 4735.359465260332, -1826.1157090815607 4815.976588922403, -1745.678181062552 4811.585050363027, -1741.9656186054638 4637.134802721506))",Commercial,,
542,"POLYGON ((1529.9737101337482 3342.392847639259, 1529.2607205563347 3302.399202570792, 1448.2989162173096 3303.842554947488, 1449.0119057947231 3343.836200015955, 1529.9737101337482 3342.392847639259))",Residental,7,"[174,200]"
543,"POLYGON ((-3220.0499911728784 6694.317943945882, -3180.0894165810214 6696.093465922273, -3175.83784237511 6600.4059157555275, -3244.6664487523412 6600.702044215323, -3244.4943541918665 6640.7016740068875, -3217.662592225047 6640.586232931395, -3220.0499911728784 6694.317943945882))",Commercial,,"[1760,1762]"
544,"POLYGON ((-1448.7870634401906 4253.718466482057, -1453.6419950910924 4293.422743816685, -1348.004363995839 4306.339827646425, -1343.1494323449372 4266.635550311797, -1448.7870634401906 4253.718466482057))",Commercial,,[851]
545,"POLYGON ((-4098.198835348268 7041.105907776622, -4088.8194823801737 6998.005986355038, -4186.284623968213 7019.879615646074, -4189.87175550672 7091.918427935323, -4107.105354400013 7082.0330668861925, -4098.198835348268 7041.105907776622))",Residental,8,"[1351,1467,1492]"
546,"POLYGON ((-3140.441614057136 6142.222970159202, -3180.263966145739 6145.988640634874, -3171.75130245409 6236.010933591929, -3028.5370069030573 6240.507782706135, -3046.444793234164 6074.100846001185, -3086.2042698839296 6078.480802226626, -3073.082318956347 6199.2188131419425, -3135.2397903165393 6197.232790545549, -3140.441614057136 6142.222970159202))",Commercial,,
547,"POLYGON ((-2141.827221268576 3151.9808140932987, -2053.8820257691127 3153.7768739382004, -2053.0652964852784 3113.7852128914656, -2135.4222326126774 3112.103279215754, -2141.6672697064027 3091.501702384932, -2068.1733094761234 3107.5329952593497, -2059.648531480042 3068.4519492124805, -2199.713333475769 3037.8995085063966, -2165.276587327544 3151.5019196576477, -2141.827221268576 3151.9808140932987))",Residental,8,"[504,587,676,760]"
548,"POLYGON ((-3872.197393160069 6532.017983605098, -3873.4202559619102 6571.999286817573, -3771.4087940114805 6575.119395772443, -3775.162619304062 6497.045555526117, -3866.3305179520826 6501.999523772755, -3864.686863715602 6532.247699655897, -3872.197393160069 6532.017983605098))",Commercial,,
549,"POLYGON ((-870.1384278719014 4710.513658177585, -785.8585870807053 4720.7359203709175, -793.4787244756284 4637.43576655916, -878.0795821734703 4632.454376105316, -870.1384278719014 4710.513658177585))",Commercial,,"[832,853]"
550,"POLYGON ((1170.2111110209776 4640.338662216842, 1210.2089354701493 4640.755842433598, 1210.817271719304 4582.4306258427105, 1287.2345612788567 4576.022636697505, 1283.1985566033457 4713.5444252514, 1323.1659080444447 4715.160228080851, 1327.723687984628 4534.085231035095, 1171.181712933146 4547.2806423644615, 1170.2111110209776 4640.338662216842))",Residental,,
551,"POLYGON ((-4352.587640485815 4979.70884739561, -4349.4309662030555 5020.597026956169, -4280.534877449883 5027.372652463515, -4203.680927194098 5021.145981053094, -4189.287030008997 4931.158589139987, -4228.784935004513 4924.840717586589, -4238.217835063529 4983.813076744918, -4312.131745185492 4984.07226874823, -4315.3248737788645 4920.58273502656, -4262.53145630647 4920.299063970163, -4262.746382314334 4880.2996413891915, -4356.134164295449 4880.801435211935, -4352.587640485815 4979.70884739561))",Residental,20,"[1356,1409,1491,1583,1609,1624,1660]"
552,"POLYGON ((-1196.0055745170193 3344.2130708898526, -1235.8891893809152 3341.163929143652, -1242.7094919926806 3430.375368054891, -1202.8258771287847 3433.424509801092, -1196.0055745170193 3344.2130708898526))",Residental,7,"[584,745]"
553,"POLYGON ((252.54486217113313 798.4603508162435, 128.4453574332742 785.3064792839951, 130.4204913774634 553.8704317329848, 90.42692824676928 553.1528607530927, 88.58187055892121 819.2391517769292, 252.64876120679776 838.5566777269989, 365.7343311763213 830.4038363279226, 481.4521135113752 811.6237653341665, 475.0442719132479 772.1403565900711, 252.54486217113313 798.4603508162435))",Residental,3,"[46,345]"
554,"POLYGON ((-968.6376626199446 4941.932949225707, -967.0968871802189 4910.025493886691, -1037.7327301843677 4912.380795211279, -1043.6148470811686 4991.557438255212, -970.5958235514682 4982.483915225211, -968.6376626199446 4941.932949225707))",Commercial,,
555,"POLYGON ((-263.03127807726344 4178.17083874393, -259.7986581709256 4203.3431296573235, -159.82059541802 4190.503969448819, -153.05123577237293 4124.033083424787, -244.60969169960237 4136.213240275233, -242.61798027661897 4160.808306892959, -244.97344943217897 4136.254869819803, -365.2650676573982 4147.794728600376, -377.5153307332266 4230.483166926062, -337.9472008454079 4236.345171462115, -330.2845202033437 4184.622600954142, -263.03127807726344 4178.17083874393))",Commercial,,
556,"POLYGON ((1040.019896408535 4049.4885792147434, 1039.8152208304625 4009.4891028693246, 976.1839066616803 4009.8147015321306, 1040.54117047926 4008.7336781008935, 1039.9905364194087 3968.7374682538075, 936.6563498444858 3970.160086119168, 935.69908742968 4050.0223842500477, 1040.019896408535 4049.4885792147434))",Commercial,64,[442]
557,"POLYGON ((238.67994379996293 4196.077174113264, 198.7679930479993 4193.424592884945, 194.12105525465006 4263.344544958625, 202.22639134167017 4347.259563885653, 242.04109504830325 4343.413869052074, 234.24920979962715 4262.744025001194, 238.67994379996293 4196.077174113264))",Commercial,,
558,"POLYGON ((-27.785766759858376 4951.092553372614, -10.124202960761492 5078.885994887418, 29.43129689932787 5072.939362998822, 12.686509238688991 4953.676001540577, 187.94969852379006 4966.535342142493, 191.07177812844782 4926.657370542345, -31.908334603098442 4910.747990376875, -27.785766759858376 4951.092553372614))",Commercial,,
