apartmentId,rentalCost,maxOccupancy ,numberOfRooms,location,buildingId
966,1076.66,4,1,POINT (-1318.1805627952376 5833.072779199025),734
967,350.16,1,1,POINT (-2721.353174109782 6862.8612194660855),810
968,1368.02,4,1,POINT (-758.276276578004 5646.307098996954),271
969,415.89,1,2,POINT (-1460.0928628397612 5982.023394905787),488
970,396.77,1,1,POINT (-1391.7476936810656 4649.690187496199),804
971,659.17,2,3,POINT (-2386.1537768899043 5877.001177988991),910
972,438.59,1,2,POINT (-3374.45498044692 5196.629217472029),611
973,1528.97,4,4,POINT (-828.3972887155581 3924.8003947488123),292
974,1023.4,2,2,POINT (-1612.7659337843802 4919.669823464181),683
975,846.34,4,3,POINT (-574.8545408956802 6219.202532754804),898
976,1042.11,3,3,POINT (-3178.434537038688 5838.581871926439),536
977,602.34,2,3,POINT (4.502697650541232 5359.332759482619),713
978,895.94,2,3,POINT (-671.9951273566749 5872.867767467583),1017
979,717.05,3,1,POINT (-2642.646377498224 6878.9617101747945),507
980,734.93,2,3,POINT (-2990.840351165739 5982.126020632107),168
981,831.78,3,2,POINT (-2146.9080376928728 5863.511699319407),404
982,882.42,4,3,POINT (-470.07226392738164 5197.017132096063),615
983,760.07,3,1,POINT (-470.07226392738164 5254.480460709678),615
984,417.08,1,3,POINT (-1550.2078167200907 5992.041051046559),523
985,577.72,2,2,POINT (-574.8545408956802 6184.855099073229),898
986,1043.68,2,4,POINT (-816.272382741947 3907.951274002237),292
987,660.88,1,2,POINT (260.06975944481036 4749.996807884298),114
988,372.87,1,3,POINT (-89.32987721731169 3506.898418268879),193
989,364.5,1,2,POINT (-615.3610400980101 6219.202532754804),898
990,798.31,3,3,POINT (-2610.5184815063512 6587.644626145553),436
991,617.5,2,2,POINT (-1631.9916221192786 6069.547463099791),318
992,617.5,2,1,POINT (-1666.020644498376 6069.547463099791),318
993,779.19,3,2,POINT (-1631.9916221192786 6106.479357390968),318
994,661.06,2,4,POINT (-1638.4312298944653 5992.041051046559),523
995,890.74,4,3,POINT (-2.201149572531972 3467.7464824486233),62
996,1238.1,3,1,POINT (-1030.1321796839636 5924.40598637495),620
997,788.75,3,4,POINT (-1962.6146755160657 5797.276162062822),414
998,662.08,1,1,POINT (-423.8217734539893 4135.248738047925),499
999,779.19,3,1,POINT (-1649.0061333088274 6088.013410245379),318
1000,1216.94,4,3,POINT (-63.68896675059665 4868.689584138492),735
1001,849.12,4,3,POINT (-1790.5216166714472 6280.09198662167),835
1002,689.56,1,1,POINT (-840.9323880859133 3752.7616920718187),286
1003,558.78,2,3,POINT (-1704.7713283737937 5630.22569812214),203
1004,524.11,1,3,POINT (-80.47844300005269 4852.486665211205),735
1005,1215.4,4,2,POINT (163.05876545525672 4036.153564956029),916
1006,661.06,2,2,POINT (-1550.2078167200907 5934.3151642728735),523
1007,524.11,1,4,POINT (-63.68896675059665 4868.689584138492),735
1008,1601.11,4,3,POINT (-798.8628411816139 3752.7616920718187),286
1009,370.48,1,4,POINT (-511.6638983353841 6049.269942635663),264
1010,831.78,3,2,POINT (-1420.7869686231338 5982.023394905787),488
1011,659.17,2,2,POINT (-3663.4136697448293 4812.3758241414525),873
1012,861.84,2,4,POINT (-2856.115258780107 6604.438451924698),908
1013,400.35,1,4,POINT (-584.8389141438795 6072.416597485497),929
1014,415.89,1,2,POINT (-2128.4087303669476 5789.668072350837),947
1015,929.59,4,3,POINT (-571.7912026399204 6115.738631501841),929
1016,904.62,4,1,POINT (-1631.9916221192786 6069.547463099791),318
1017,507.91,1,1,POINT (-70.7176048008879 3688.5790032522445),643
1018,1537.29,4,3,POINT (-423.8217734539893 3961.2168247742347),499
1019,689.56,1,1,POINT (-798.8628411816139 3713.558009663553),286
1020,415.89,1,2,POINT (-3660.2646170373177 5654.560913915973),358
1021,965.66,4,4,POINT (-207.84249740855012 5336.11805098548),386
1022,1076.66,4,3,POINT (-2990.840351165739 5913.358655542965),168
1023,364.5,1,1,POINT (-2469.018345585734 6775.141769759931),457
1024,393.18,1,4,POINT (-389.0222599771563 5271.565401557664),1030
1025,709.88,3,4,POINT (-1529.7536120168543 5663.496583772971),508
1026,617.5,2,4,POINT (-1666.020644498376 6069.547463099791),318
1027,487.59,1,3,POINT (-2988.093633573976 6391.621713056678),56
1028,1484.57,4,3,POINT (-3584.169647008888 5934.395301757106),216
1029,521.06,1,4,POINT (-702.3507124533027 6020.318112030914),978
1030,1151.58,4,2,POINT (-95.17846364861066 3589.631433026),449
1031,1023.4,2,1,POINT (-1612.7659337843802 4735.182641334957),683
1032,619.05,1,1,POINT (-945.3194248220896 5851.30248201271),620
1033,1266.79,3,1,POINT (-67.28527771284766 4591.746610454927),332
1034,1003.9,2,1,POINT (-67.28527771284766 4514.923398245357),332
1035,619.05,1,4,POINT (-1008.9289909684951 5906.13011028439),620
1036,615.6,2,1,POINT (-2633.490867455981 6293.853486320795),105
1037,415.89,1,3,POINT (-1782.807125874992 5841.088755296831),841
1038,639.37,1,1,POINT (-3584.169647008888 5886.074291586372),216
1039,831.78,3,4,POINT (-1460.0928628397612 5925.937351360166),488
1040,715.99,2,2,POINT (-1343.386064771534 5973.348172541604),514
1041,798.31,3,1,POINT (-2610.5184815063512 6618.97054327486),436
1042,1216.94,4,3,POINT (-80.47844300005269 4852.486665211205),735
1043,831.78,3,1,POINT (-2106.2859009537306 5797.207128796289),947
1044,825.85,2,4,POINT (-667.0948413013051 6006.316308944972),978
1045,417.08,1,3,POINT (-1528.1519634264969 5919.883692579452),523
1046,1018.39,4,1,POINT (-3366.122556039276 5214.924087026799),611
1047,705.1,3,4,POINT (-1619.5281702008401 5602.343050264481),203
1048,1470.69,4,3,POINT (-140.8274753559194 4534.129201297749),332
1049,1092.93,2,4,POINT (-840.9323880859133 3713.558009663553),286
1050,608.03,2,1,POINT (-100.94272074299435 5328.444832535462),10
1051,354.94,1,4,POINT (-1695.1255136348232 5715.107685335772),805
1052,1151.58,4,3,POINT (-365.06501570348155 3616.510098967291),449
1053,628.86,2,3,POINT (345.06266211374634 5055.5261801554925),962
1054,1015.82,3,3,POINT (-70.7176048008879 3783.69675879038),643
1055,813.04,4,2,POINT (-713.3451653741274 6339.595899906177),77
1056,634.54,2,1,POINT (-571.7912026399204 6029.0945634691525),929
1057,608.03,2,4,POINT (-2.201149572531972 3512.111273956546),62
1058,846.34,4,1,POINT (-574.8545408956802 6219.202532754804),898
1059,965.66,4,3,POINT (-2128.4087303669476 5789.668072350837),947
1060,1316.98,3,4,POINT (-828.3972887155581 3924.8003947488123),292
1061,1368.02,4,4,POINT (-754.3492553560491 5583.18587102594),1019
1062,868.54,4,2,POINT (-1625.8632673924826 6198.707269494145),1026
1063,981.17,2,4,POINT (-1051.3353683994321 5869.57835810327),620
1064,399.16,1,2,POINT (-2656.517187756097 6618.97054327486),436
1065,1434.62,4,1,POINT (-622.3890980653962 3709.3812763520414),753
1066,927.38,3,2,POINT (-1292.276742397422 5841.29533162773),734
1067,1046.89,3,4,POINT (147.16991637297306 4052.559847408311),916
1068,660.88,1,1,POINT (260.06975944481036 4728.093789587891),114
1069,350.16,1,3,POINT (-1550.046162256439 5606.726708601213),984
1070,989.53,3,2,POINT (-489.26696374225105 5689.194110853372),654
1071,965.66,4,2,POINT (-2362.1162807589026 5866.70590772769),910
1072,1228.54,3,1,POINT (-748.8346994757537 5366.606751644118),985
1073,615.6,2,1,POINT (-490.42848485367756 5933.228355514893),50
1074,660.88,1,4,POINT (327.21180331687873 4749.996807884298),114
1075,660.88,1,3,POINT (260.06975944481036 4771.8998261807055),114
1076,615.6,2,1,POINT (-2609.2856113067774 6308.698483863476),105
1077,832.47,4,2,POINT (-2617.6002439678923 6871.402310205484),507
1078,659.17,2,4,POINT (-3610.0936121106943 5654.560913915973),358
1079,415.89,1,1,POINT (-3071.594004654063 6045.059000833063),399
1080,573.93,2,2,POINT (-2401.058309657752 6214.165374816003),165
1081,565.27,1,4,POINT (-639.9395869294058 5835.836586597316),1017
1082,393.18,1,1,POINT (-369.94252946578285 5263.7092311840615),1030
1083,645.69,1,4,POINT (-1569.3371584531474 4735.182641334957),683
1084,965.66,4,2,POINT (-2106.2859009537306 5797.207128796289),947
1085,602.34,2,1,POINT (12.631829182070042 5340.500579439835),713
1086,415.89,1,2,POINT (-2386.1537768899043 5877.001177988991),910
1087,832.47,4,2,POINT (-2642.646377498224 6878.9617101747945),507
1088,973.6,2,3,POINT (-3399.31453406964 5914.246870666755),442
1089,965.66,4,2,POINT (-2205.0227580268183 5798.595052398783),887
1090,632.65,2,3,POINT (-2633.517834631224 6603.307584710206),436
1091,767.24,3,1,POINT (33.054785041364894 3467.7464824486233),62
1092,380.04,1,2,POINT (-565.5506282661323 5229.883061527234),137
1093,1132.16,4,3,POINT (-2988.093633573976 6301.231944801589),56
1094,921.26,4,2,POINT (-1399.3214530094099 4670.082592855952),804
1095,973.6,2,2,POINT (-3399.31453406964 6006.532233055757),442
1096,415.89,1,1,POINT (-3663.4136697448293 4812.3758241414525),873
1097,619.05,1,2,POINT (-1008.9289909684951 5942.68186246551),620
1098,415.89,1,2,POINT (-2054.4877584392607 5863.511699319407),404
1099,521.06,1,2,POINT (-737.6065836053002 6006.316308944972),978
1100,784.18,2,2,POINT (-506.5675166764355 5634.864588708617),654
1101,1000.12,2,3,POINT (-618.0650589155872 4087.839076893465),746
1102,1499.25,4,1,POINT (-1623.6231276171884 4781.304436867264),683
1103,798.31,3,4,POINT (-165.5999331295073 5260.805527774772),1003
1104,729,3,1,POINT (-2521.2597617842057 6807.092075811003),457
1105,700.32,3,1,POINT (-694.1547645624357 6329.574564276278),77
1106,658.49,1,3,POINT (-816.272382741947 3907.951274002237),292
1107,1437.39,4,1,POINT (-924.116236106621 5833.02660592215),620
1108,388.4,1,3,POINT (-631.70931394254 5235.784802795344),676
1109,776.8,3,1,POINT (15.49164600866518 5243.946538390235),833
1110,634.54,2,2,POINT (-597.8866256478386 6029.0945634691525),929
1111,415.89,1,1,POINT (-3663.4136697448293 4812.3758241414525),873
1112,734.93,2,1,POINT (-2990.840351165739 6119.660750810392),168
1113,565.27,1,4,POINT (-655.9673571430403 5854.35217703245),1017
1114,740.95,3,1,POINT (-511.6638983353841 6179.954587182383),264
1115,633.39,1,1,POINT (-189.85560711796725 4534.129201297749),332
1116,915.71,4,3,POINT (-1784.0291368046624 5797.276162062822),414
1117,1130.55,3,2,POINT (-671.9951273566749 5872.867767467583),1017
1118,1262.01,3,2,POINT (-588.0767606517261 4095.9490209024807),746
1119,1326.54,3,1,POINT (-23.337442687549682 4416.186995013908),663
1120,362.11,1,4,POINT (-1845.1054225181472 6223.628607476944),110
1121,1215.4,4,1,POINT (131.2810672906894 4036.153564956029),916
1122,589.18,1,2,POINT (-823.7363210152198 5537.173528462925),1019
1123,1178.35,3,4,POINT (-740.1858030803547 5637.848770005285),271
1124,1321.76,3,1,POINT (394.3538471889471 4728.093789587891),114
1125,1049.36,2,3,POINT (-407.80617206985 3917.708846455812),499
1126,388.4,1,2,POINT (23.631407644464858 5219.167319082662),833
1127,818.59,4,2,POINT (-1683.4605388305554 5609.313712228895),203
1128,1178.35,3,4,POINT (-758.276276578004 5646.307098996954),271
1129,615.6,2,2,POINT (-609.1483105484713 5206.932844784338),676
1130,979.28,2,2,POINT (-469.3769716251681 3837.903867994828),753
1131,988.75,2,3,POINT (-244.62194757234778 4440.110454026924),287
1132,700.32,3,2,POINT (-713.3451653741274 6339.595899906177),77
1133,748.12,3,4,POINT (-1645.3753259700366 6183.963719673016),1026
1134,400.35,1,3,POINT (-597.8866256478386 6050.755580477325),929
1135,831.78,3,1,POINT (-3622.6363633423503 5693.356429971683),358
1136,1324.15,3,1,POINT (-407.80617206985 4178.756716366348),499
1137,784.18,2,3,POINT (-506.5675166764355 5743.523632998128),654
1138,1076.66,4,2,POINT (-1344.084383193053 5841.29533162773),734
1139,831.78,3,2,POINT (-183.39469999911827 5328.335829851048),386
1140,1316.98,3,3,POINT (-828.3972887155581 3924.8003947488123),292
1141,617.5,2,2,POINT (-1631.9916221192786 6106.479357390968),318
1142,396.77,1,3,POINT (353.46630938349324 5036.394910300052),962
1143,659.17,2,1,POINT (-1803.506193612398 5850.647195738124),841
1144,487.59,1,4,POINT (-2956.769624297317 6391.621713056678),56
1145,393.18,1,2,POINT (-3401.8347864707885 4817.964611036156),470
1146,570.14,2,3,POINT (-625.5724812374312 6284.072402551033),157
1147,1381.9,4,3,POINT (-820.3129089778787 5747.052761842953),504
1148,965.66,4,4,POINT (-3660.2646170373177 5706.288268656919),358
1149,786.36,3,3,POINT (-389.0222599771563 5271.565401557664),1030
1150,788.75,3,3,POINT (-1828.6755214825132 5797.276162062822),414
1151,1013.38,2,1,POINT (-505.8074573429153 4014.8045876601145),325
1152,396.77,1,3,POINT (345.06266211374634 5055.5261801554925),962
1153,625.07,2,2,POINT (-1917.968290838215 5797.276162062822),414
1154,786.36,3,1,POINT (-369.94252946578285 5263.7092311840615),1030
1155,854.67,4,2,POINT (-2599.6105495476454 6212.454165421583),75
1156,362.11,1,1,POINT (-1827.5889154431457 6213.014624731367),110
1157,615.6,2,3,POINT (-631.70931394254 5149.228928762328),676
1158,632.65,2,4,POINT (-207.44845187574333 5260.805527774772),1003
1159,933.82,2,3,POINT (-754.3492553560491 5537.173528462925),1019
1160,415.89,1,3,POINT (-1469.919336393918 5996.044905792193),488
1161,927.38,3,2,POINT (-1318.1805627952376 5833.072779199025),734
1162,948.97,2,4,POINT (-1473.0522127691502 5111.984404851226),758
1163,602.34,2,4,POINT (4.502697650541232 5359.332759482619),713
1164,463.69,1,1,POINT (-2990.840351165739 6050.89338572125),168
1165,583.4,2,1,POINT (-2514.175452075128 6215.348693777564),330
1166,1379.12,3,2,POINT (-840.9323880859133 3752.7616920718187),286
1167,829.64,2,3,POINT (163.05876545525672 4036.153564956029),916
1168,1390.22,4,3,POINT (-1508.030263020704 5067.192674626147),758
1169,1179.33,4,2,POINT (-105.6973505118205 3688.5790032522445),643
1170,926.81,4,1,POINT (-2610.5184815063512 6587.644626145553),436
1171,926.81,4,1,POINT (-165.5999331295073 5214.852253865081),1003
1172,1048.91,4,1,POINT (-1247.4888903940478 5945.403942335569),514
1173,813.04,4,4,POINT (-1531.1328847088653 5597.244219744858),984
1174,882.42,4,1,POINT (-1730.5657970349366 6174.964099280698),855
1175,965.66,4,1,POINT (-3062.2884042311425 6023.397685584292),399
1176,989.53,3,4,POINT (-463.3161343409744 5770.688394070507),654
1177,374.06,1,3,POINT (-1664.8873845475905 6169.220169851887),1026
1178,788.75,3,1,POINT (-1739.3827521268113 5767.665364442226),414
1179,362.11,1,3,POINT (-2426.29869133411 6222.441129147122),165
1180,615.6,2,1,POINT (-469.82102227082703 5943.867019338775),50
1181,358.52,1,3,POINT (-2617.6002439678923 6871.402310205484),507
1182,351.35,1,1,POINT (-653.2021646681048 6393.714859328378),673
1183,973.6,2,3,POINT (-771.5730523385232 5378.048731270377),985
1184,784.18,2,4,POINT (-497.9172402093433 5662.029349780994),654
1185,659.17,2,4,POINT (-3341.984083186051 5587.368657736281),396
1186,463.69,1,1,POINT (-3006.1304692527756 5999.317861904392),168
1187,388.4,1,4,POINT (15.49164600866518 5243.946538390235),833
1188,659.17,2,4,POINT (-3610.0936121106943 5706.288268656919),358
1189,352.55,1,3,POINT (-1662.1497492873168 5616.28437419331),203
1190,589.18,1,3,POINT (-740.1858030803547 5637.848770005285),271
1191,350.16,1,4,POINT (-2741.9301309353727 6851.97126749714),810
1192,614.27,1,3,POINT (-748.8346994757537 5366.606751644118),985
1193,1537.29,4,4,POINT (-439.83737483812854 4091.7407597295023),499
1194,362.11,1,1,POINT (-2401.058309657752 6214.165374816003),165
1195,602.34,2,4,POINT (-532.2489505367064 5229.883061527234),137
1196,1540.07,4,1,POINT (-68.45479723428569 4416.186995013908),663
1197,1528.97,4,3,POINT (-816.272382741947 3907.951274002237),292
1198,556.88,2,2,POINT (-511.5960817230892 6362.843895698503),673
1199,1015.82,3,3,POINT (-105.6973505118205 3807.476197674914),643
1200,700.32,3,2,POINT (-694.1547645624357 6329.574564276278),77
1201,798.31,3,2,POINT (-207.44845187574333 5214.852253865081),1003
1202,399.16,1,4,POINT (-217.91058156230235 5249.317209297349),1003
1203,415.89,1,1,POINT (-3331.684761000044 5561.706680953195),396
1204,1151.58,4,1,POINT (-275.1028316851913 3616.510098967291),449
1205,661.06,2,4,POINT (-1528.1519634264969 5948.746635966295),523
1206,700.32,3,2,POINT (-2721.353174109782 6862.8612194660855),810
1207,1278.74,3,2,POINT (-525.2882447971367 4029.2851004659365),325
1208,901.84,4,4,POINT (-469.82102227082703 5922.5896916910115),50
1209,1029.79,2,4,POINT (-1972.0560983405658 4803.101299622459),484
1210,463.69,1,1,POINT (-1292.276742397422 5841.29533162773),734
1211,658.49,1,4,POINT (-828.3972887155581 3924.8003947488123),292
1212,834.17,3,3,POINT (-1660.487083188059 5948.746635966295),523
1213,831.78,3,4,POINT (-1460.0928628397612 5982.023394905787),488
1214,760.07,3,3,POINT (-1730.5657970349366 6085.754816817689),855
1215,354.94,1,1,POINT (-1734.997283668829 5715.107685335772),805
1216,573.93,2,2,POINT (-1845.1054225181472 6223.628607476944),110
1217,1324.15,3,1,POINT (-375.7749693015714 4004.724803092657),499
1218,748.12,3,3,POINT (-1625.8632673924826 6198.707269494145),1026
1219,507.91,1,4,POINT (-105.6973505118205 3712.3584421367786),643
1220,1262.58,4,2,POINT (-2935.1876041584865 6568.611188543104),908
1221,614.27,1,2,POINT (-3422.256915733257 6029.603573653008),442
1222,849.12,4,4,POINT (-1790.5216166714472 6254.208538501094),835
1223,451.74,1,1,POINT (-1367.3603583659055 5980.334230093113),514
1224,1047.47,2,2,POINT (260.06975944481036 4793.8028444771135),114
1225,1190.3,3,4,POINT (-854.5347141457403 5747.052761842953),504
1226,589.18,1,2,POINT (-758.276276578004 5646.307098996954),271
1227,729,3,2,POINT (-2521.2597617842057 6775.141769759931),457
1228,1278.74,3,2,POINT (-486.32666988869386 4029.2851004659365),325
1229,854.67,4,4,POINT (-2625.1240507745365 6221.370149286384),75
1230,831.78,3,3,POINT (-3071.594004654063 6045.059000833063),399
1231,608.03,2,2,POINT (-2.201149572531972 3467.7464824486233),62
1232,1247.66,3,3,POINT (-192.65682497335098 4291.096430324243),287
1233,767.24,3,4,POINT (-54.60842551946594 5328.444832535462),10
1234,1197.47,3,3,POINT (-1473.0522127691502 5067.192674626147),758
1235,369.28,1,3,POINT (-2642.93180920579 6722.574294868897),581
1236,862.99,4,3,POINT (-170.4977196465834 3423.559674635429),563
1237,1299.45,3,3,POINT (-1988.436894778513 4787.36148604652),484
1238,776.8,3,2,POINT (-490.42848485367756 5933.228355514893),50
1239,562.57,2,1,POINT (-1551.3343645385485 5650.818929732952),508
1240,623.83,1,1,POINT (-257.61322822209695 4477.363959952594),287
1241,933.82,2,2,POINT (-740.1858030803547 5637.848770005285),271
1242,1076.66,4,1,POINT (-3006.1304692527756 6136.852592082678),168
1243,554.99,2,4,POINT (-1550.046162256439 5606.726708601213),984
1244,632.65,2,2,POINT (-2610.5184815063512 6618.97054327486),436
1245,798.31,3,3,POINT (-165.5999331295073 5260.805527774772),1003
1246,1209.85,4,1,POINT (-667.0948413013051 6034.319915116856),978
1247,579.61,2,4,POINT (-1670.2879810541003 6254.208538501094),835
1248,1426.29,4,2,POINT (-771.5730523385232 5378.048731270377),985
1249,380.04,1,2,POINT (12.631829182070042 5340.500579439835),713
1250,358.52,1,3,POINT (-2642.646377498224 6878.9617101747945),507
1251,634.54,2,4,POINT (-584.8389141438795 6072.416597485497),929
1252,854.67,4,2,POINT (-2488.473157645238 6224.146035645772),330
1253,1130.55,3,1,POINT (-639.9395869294058 5835.836586597316),1017
1254,562.57,2,2,POINT (-1551.3343645385485 5676.174237812989),508
1255,543.76,1,3,POINT (-2836.347172435512 6577.568004388502),908
1256,660.88,1,4,POINT (427.9248691249813 4739.045298736094),114
1257,494.76,1,3,POINT (-480.6166872751588 5770.688394070507),654
1258,831.78,3,4,POINT (-1420.7869686231338 5982.023394905787),488
1259,927.38,3,4,POINT (-2914.3897607305553 5896.1668142706785),168
1260,760.07,3,1,POINT (-532.2489505367064 5202.508753265422),137
1261,912.94,4,4,POINT (-3375.994636611187 4809.663590611068),470
1262,912.94,4,1,POINT (-3401.8347864707885 4817.964611036156),470
1263,1508.62,4,2,POINT (-2004.8176912164604 4771.621672470582),484
1264,350.16,1,2,POINT (-713.3451653741274 6339.595899906177),77
1265,724.22,3,3,POINT (-1827.5889154431457 6213.014624731367),110
1266,948.97,2,3,POINT (-1490.5412378949272 5089.588539738686),758
1267,846.34,4,4,POINT (-574.8545408956802 6184.855099073229),898
1268,695.16,2,3,POINT (-3374.45498044692 5196.629217472029),611
1269,587.19,2,3,POINT (-501.2049745494901 6212.625748319062),264
1270,981.17,2,1,POINT (-966.5226135375581 5833.02660592215),620
1271,521.06,1,2,POINT (-702.3507124533027 6020.318112030914),978
1272,362.11,1,2,POINT (-1845.1054225181472 6223.628607476944),110
1273,521.06,1,4,POINT (-667.0948413013051 6006.316308944972),978
1274,965.66,4,2,POINT (-2239.328316946485 5863.511699319407),404
1275,393.18,1,4,POINT (-3375.994636611187 4809.663590611068),470
1276,724.22,3,4,POINT (-2426.29869133411 6222.441129147122),165
1277,1209.85,4,4,POINT (-737.6065836053002 6006.316308944972),978
1278,659.17,2,2,POINT (-3663.4136697448293 4812.3758241414525),873
1351,522.03,1,3,POINT (-4139.977518727581 7045.426047307839),545
1352,409.39,1,4,POINT (-3244.688142210003 7225.400418177696),92
1353,875.83,3,4,POINT (-4416.695042561156 4912.249954495939),748
1354,910.34,4,3,POINT (-4584.344494183642 7495.656932953663),465
1355,1277.77,4,1,POINT (-4052.8109206458794 5464.111535592655),896
1356,1010.93,4,1,POINT (-4233.998666983089 4988.096189001213),551
1357,1154.25,4,3,POINT (-4322.6246669923985 5063.426279452253),235
1358,853.44,3,1,POINT (-4201.0204402863965 4891.392283841669),668
1359,1357.96,4,4,POINT (-4083.8425838652183 5249.007590720792),139
1360,1061.22,4,2,POINT (-4578.55748909241 5015.54430776749),95
1361,768.11,2,1,POINT (-3538.2315355629644 7162.6002932874835),143
1362,1594.35,4,2,POINT (-3213.315014336511 6382.94802325138),178
1363,413.72,1,4,POINT (-3319.0105229119213 7516.249751634658),562
1364,1357.96,4,1,POINT (-4039.1732221562415 5249.007590720792),139
1365,853.44,3,2,POINT (-4586.097776446638 4815.025253428146),638
1366,426.72,1,2,POINT (-4201.0204402863965 4891.392283841669),668
1367,1039.72,3,1,POINT (-4202.027453902426 6880.234013901496),666
1368,569.68,1,3,POINT (-3693.1713080094414 7049.664931309948),768
1369,939.46,4,2,POINT (-4416.26497940234 7613.430462562937),848
1370,1005.12,4,2,POINT (-4227.517610997633 7439.645565640758),616
1371,1347.85,3,2,POINT (-3134.7739074608485 6298.465427429669),957
1372,1148.03,3,3,POINT (-3600.0497441287544 6558.026736796865),89
1373,1564.8,4,4,POINT (-3119.5457590521937 6279.856637380921),957
1374,472.21,1,3,POINT (-4240.854188191495 5326.456347742023),642
1375,957.85,2,4,POINT (-3821.5251684243713 6445.583704233178),390
1376,727.8,3,4,POINT (-4432.458431321647 4635.60733054454),362
1377,1564.8,4,1,POINT (-3119.5457590521937 6317.074217478417),957
1378,1311.59,4,3,POINT (-3769.266951831868 6643.9371493404715),948
1379,1135.03,3,4,POINT (-4079.8422350651927 5075.71588841395),79
1380,872.02,2,1,POINT (-3810.4546170358453 7158.25513746027),867
1381,1305.26,4,4,POINT (-3673.3867802192894 6943.7790026882485),778
1382,1044.95,4,2,POINT (-4491.422467817034 5049.405280376917),415
1383,992.34,4,2,POINT (-3313.834575184353 7410.998461783006),818
1384,1357.96,4,2,POINT (-3922.184935930726 5655.636275798803),300
1385,1143.69,3,1,POINT (-4062.5995169211433 5374.95778660315),829
1386,724.4,2,2,POINT (-4568.814577541565 5046.631478745841),95
1387,1305.26,4,4,POINT (-3653.2809292718393 6958.416817249572),778
1388,374.73,1,1,POINT (-4584.368731486514 7155.9069636684535),21
1389,652.3,2,1,POINT (-4500.973447034674 4816.8881400610535),247
1390,617.97,2,4,POINT (-4602.758597842296 7604.489701961552),11
1391,534.02,1,4,POINT (-4068.5739080513963 7040.187826447679),407
1392,992.34,4,1,POINT (-3313.834575184353 7323.2818465817845),818
1393,872.21,2,3,POINT (-4138.639971743418 5464.111535592655),896
1394,933.82,2,1,POINT (-3286.069076202844 6620.496821973378),815
1395,450.03,1,2,POINT (-4338.252772636635 7217.675876721237),528
1396,1403.23,4,2,POINT (-3842.923645886846 6429.993027987555),390
1397,573.34,2,2,POINT (-4588.788594815711 7076.2404077290485),288
1398,930.39,2,4,POINT (-3483.726309376247 6460.971645545169),184
1399,530.69,1,1,POINT (-3920.3785417346553 7113.806642306358),687
1400,1277.77,4,4,POINT (-4052.8109206458794 5505.969150083777),896
1401,534.02,1,2,POINT (-4002.8963568364775 7139.382337615582),407
1402,1035.16,3,1,POINT (-3787.2835058194933 7444.296955675183),38
1403,1277.77,4,4,POINT (-4160.0972345178025 5495.504746460996),896
1404,374.73,1,3,POINT (-4576.104565512134 7136.203574822169),21
1405,701.81,3,1,POINT (-4540.795251794218 6999.394029243442),316
1406,496.03,1,3,POINT (-3594.233653455765 7334.725144714689),1040
1407,437.92,1,2,POINT (-4416.695042561156 4977.450007835247),748
1408,1061.38,3,1,POINT (-3920.3785417346553 7163.711898319493),687
1409,435.38,1,3,POINT (-4292.475664341306 4902.454727302533),551
1410,909.76,3,4,POINT (-4242.735828860157 5081.3865615235845),667
1411,677.38,2,4,POINT (-3893.849676459249 7448.4341724081205),535
1412,824.84,4,2,POINT (-4463.741301356779 7068.071620530996),737
1413,992.34,4,2,POINT (-3323.451449057451 7432.927615583311),818
1414,768.11,2,3,POINT (-3581.037298689358 7172.023379646174),143
1415,694.08,2,4,POINT (-4499.445899819149 4977.450007835247),748
1416,440.99,1,4,POINT (-4434.422104212888 7428.9951763507015),468
1417,900.07,3,2,POINT (-4585.173062094722 4906.278483922188),191
1418,1081.34,4,2,POINT (-4115.283920203475 7351.021406601507),99
1419,479.13,1,3,POINT (-4208.9329983659945 5557.091112268996),186
1420,392.12,1,1,POINT (-4359.956232976078 4838.595589589593),897
1421,1087.37,3,3,POINT (-4129.130489432364 6960.034345846996),785
1422,951.46,3,4,POINT (-4255.048421588328 7164.441147048659),613
1423,547.26,1,4,POINT (-3467.256865457481 6696.251403134467),705
1424,1232.23,4,2,POINT (-4130.202984857153 6891.30453948321),565
1425,881.99,3,3,POINT (-4449.8840082154675 7416.02161258647),468
1426,749.47,3,3,POINT (-4584.368731486514 7155.9069636684535),21
1427,1277.77,4,4,POINT (-4074.268183420264 5516.433553706558),896
1428,829.72,3,3,POINT (-4507.177101861951 7503.549114210993),378
1429,749.5,2,2,POINT (-4233.8201965357175 7326.64230223635),127
1430,1094.51,3,2,POINT (-3377.2656655605465 6635.6901286041675),705
1431,802.77,2,1,POINT (-3998.5977761677677 6552.870791611558),501
1432,841.13,2,2,POINT (-4130.202984857153 6891.30453948321),565
1433,925.72,4,1,POINT (-4475.244076269436 5133.751002248975),883
1434,748.43,2,2,POINT (-4227.336286275546 5374.572809539084),642
1435,465.71,1,3,POINT (-4307.515858505396 6659.270436138345),310
1436,413.72,1,2,POINT (-3311.1496739275576 7541.831722834495),562
1437,1327.79,4,2,POINT (-4045.5529659403674 5399.110982880176),829
1438,631.9,2,1,POINT (-4500.939887921801 5116.566482675666),883
1439,491.7,1,2,POINT (-3997.0758684949005 7372.999529353406),970
1440,753.8,3,3,POINT (-4586.9431311742255 7246.7904683381175),911
