Origin,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
"Gambia, The",0,0,0,0,0,0,0,2,0,1,140,729,0,0,0,0,0,0,809,0,0,2,0,0,0,0,0,0,17,0,0,5,0,0,568,0,0,0,0,3,0,1,0,0,0,0,50,0,0,0,0,21,652,0,0,0,50,27,0,0,0,1,0,0,0,717,1935,0,0,0,0,4433,1337,49,0,0,0,0,515,1566,0,0,0,0,11,12,0,0,0,0,80,0,0,8199,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,4651,1,0,0,0,0,0,0,0,0,0,0,0,0,78,0,778,0,0,0,0,6176,0,1189,0,0,0,1,0,0,2,0,7,119,0,0,3,11,0,0,0,0,0,5028,0,0,5041,0,0,3,18,0,0,0,0,20115,0,0,0,0,0,0,0,0,4884,816,0,0,0,0,0,1090,0,0,0,21,0,0,0,0,1,0,11000,22783,1,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,61,40794,0,670,3467,50173,0,0,0,0,8558,600,0,0,1,0,2,0,0,78,0,505,0,0,0,0,0,1923,0,0,0,0,3,0,5,0,0,0,14,0,0,5,0,17994,1908,233,0,0,17,0,10,0,0,0,915,0,0,0,78,7698,0,0,0,0,18000,0,81876,0,0,0,0,0,0,0,0,0,0,244,24,0,0,0,0,660,0,9479,14010,0,0,2,3356,72,0,0,0,0,0,3631,0,1321,0,0,0,0,0,1000,10,0,0,0,0,110,0,0,50,0,0,0,45,0,4571,0,0,0,0,0,0,0,0,358,0,0,1,0,0,0,315,0,0,0,59,0,0,8,0,350,1106,0,0,75,450539,0,0,0,0,0,0,47,0,0,0,0,83,33,0,0,0,0,12115,0,0,0,0,0,0,0,0,1325,860,0,682,0,0,0,0,0,0,0,9512,3584,0,0,0,67875,0,2777,26688,0,23175,0,13,0,0,0,0,0,0
Germany,0,228,1561,0,339,0,84,10340,679,67,124320,219943,2853,301,0,0,0,65,81416,75,0,246,28,2104,532,1332,19902,0,5763,0,0,68,40,318,200414,177,124,0,0,12665,14446,2523,0,0,587,2745,0,32879,352,126,3058,16700,29110,0,30,7028,6417,7276,228,0,0,2519,0,46,0,6594,238107,428,84,0,1704,0,0,112270,58,0,0,665,539,0,0,1903,294,2003,31702,1703,2125,0,0,0,15452,0,18650,211621,0,6669,721,223789,1555,0,0,1932,0,0,2022,0,2100,231,0,184,7186,1877,2099,15056,0,42,264,0,1308,260,0,1231,0,68,360,6400,0,2864,887,167,1613,1476,0,0,8412,0,118584,0,13805,309,0,0,0,28239,0,0,0,1099,0,1939,3403,3905,81779,27792,661,0,8643,142126,189,50,4,0,0,850,15972,85,127,0,0,5077,21977,0,0,93660,0,175622,561,23,74,0,0,0,0,0,49586,350452,0,138,7795,24381,0,594,0,254,1477,263318,1996,0,0,340,64015,0,299000,563985,1397,12905,6,4276,228,0,0,0,291,0
Ghana,0,0,137,0,0,0,31,99,0,3,5980,2255,0,50,0,0,0,0,9372,0,10539,123,0,14,0,0,74,0,20,33242,0,43,0,4965,24718,0,0,0,0,9,1165,9,0,0,0,11,48070,0,3,0,98,279,2035,0,7,0,56,253,3,0,0,12,0,31,0,1521,6797,0,6062,0,0,33000,0,1051,0,0,0,0,850,0,0,0,0,0,141,70,0,0,0,0,1294,0,0,47287,0,2165,27,0,339,0,0,0,0,0,0,0,0,0,91,8439,627,0,0,10,0,0,0,0,1328,0,19505,84,0,451,0,30,0,0,0,0,0,0,0,0,132,0,13990,0,0,0,1962,229048,0,1962,0,0,0,17,0,0,8,35,39,199,0,0,75,316,0,0,0,5,0,1739,28,20,1341,0,0,19,62,0,0,11013,0,16006,0,6,24,0,0,0,0,0,2663,2708,0,0,0,0,0,47997,0,0,0,213,0,0,0,0,50,0,87000,171428,2,0,5,33,0,0,0,0,182,0
Greece,0,31871,582,0,0,0,0,1552,1653,9,116640,5736,0,94,0,0,0,107,16720,0,0,105,0,27,40,0,1887,0,11688,0,0,0,0,337,83910,0,0,0,0,241,370,124,0,0,0,33,0,143,20,0,27912,1876,2420,0,0,130,106,1202,5,0,0,109,0,3,0,1239,13085,0,0,0,162,348475,0,0,0,0,0,0,0,0,0,0,10,0,1289,54,0,0,0,0,684,0,2110,16382,0,0,61,8041,87,0,0,0,0,0,0,0,45,0,0,0,2675,63,44,1934,0,233,0,0,0,0,0,96,0,0,0,241,0,78,259,0,118,0,0,0,0,0,14944,0,0,8,0,0,0,2560,0,0,0,335,0,14,69,157,3321,194,12,0,6138,1953,0,0,0,0,0,0,1450,1,0,0,0,500,165,0,0,14912,0,3904,90,2,0,0,0,0,0,0,16025,12138,0,0,0,0,0,0,0,0,0,26928,0,0,0,59,380,0,52000,135484,103,360,0,746,0,0,0,0,0,0
Greenland,0,0,0,0,0,0,0,15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,0,0,0,0,6,0,2,0,0,0,8,0,0,91,0,0,0,18855,0,0,0,0,0,0,0,0,0,0,158,0,0,12,0,0,0,0,0,0,19,0,0,0,414,0,0,0,0,0,0,0,81,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,312,0,0,0,7,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,702,0,0,0,0,0,0,0,0,0,0
Grenada,0,0,0,0,0,0,195,11,0,259,140,15,0,36,0,0,759,0,4,0,0,50,0,0,0,0,31,0,0,0,0,0,0,0,12004,23,0,0,0,6,0,5,0,0,0,8,0,0,84,2,0,11,10,0,0,12,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,0,0,0,2,0,0,0,0,0,25,0,0,13,310,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,18,0,0,0,27,0,0,8,0,6,7,0,0,1,21,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,627,0,58,160,0,434,0,0,0,40,47,0,0,0,0,0,0,0,8079,0,0,0,0,0,0,4,0,8356,36056,1,0,0,165,0,687,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,305,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,810,0,0,0,259,0,0,0,0,1039,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,507,0,10,520,406,0,36,0,0,0,0,839,25493,0,10,0,147,0,0,357,0,6,0,0,0,0,0,18386,0,0,0,0,279,0,490,0,0,0,3120,0,0,71,0,0,44,125,0,0,657,628,13,8943,0,0,9,0,0,0,74,3039,0,0,0,0,2099,0,29,0,0,0,0,0,0,0,0,4653,0,23,39,0,0,0,0,261,0,0,2166,455,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1082,0,0,2,0,0,0,42874,0,0,0,0,0,0,0,0,0,0,764,0,0,1809,0,0,0,448,0,0,0,1658,0,39,191,35,7,32,371,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,148,0,8642,0,0,4,0,0,0,0,0,809,1036,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,859,935707,77,0,0,434,0,0,0,0,0,0
Guinea,0,0,0,0,0,2284,0,23,0,0,950,335,0,0,0,0,0,0,14357,0,0,0,0,9,0,0,70,0,11,0,0,423,0,4974,4412,0,91,0,0,5,357,5,0,0,0,2,106803,0,13,0,0,158,141,0,0,4,14,135,0,0,0,0,0,0,0,96,30667,0,4742,42994,0,4244,161,178,0,0,0,0,0,5175,0,0,0,0,40,19,0,0,0,0,176,0,0,4707,0,0,5,0,120,0,0,0,0,0,0,0,0,0,0,37026,0,0,0,15,0,0,0,0,66,0,18665,1,0,6635,0,38,0,0,3,0,0,1008,0,0,48,0,2480,0,0,9,0,5878,0,276,0,0,0,4,0,0,2,0,61,4650,0,0,64,204,0,0,0,0,0,50226,0,3,71495,0,0,6,9,0,0,127,0,11588,0,0,0,0,0,1,0,0,528,1463,0,0,0,0,0,3423,0,0,0,11,0,0,0,0,32,0,2072,20005,0,0,0,2,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,5,0,0,20,78,0,0,0,0,0,0,290,0,0,0,0,0,0,0,1157,0,6,0,0,5139,0,0,98,0,56,0,0,5,284,6,0,0,0,0,370,0,6,0,0,36,147,0,0,0,11,128,0,0,0,0,0,0,0,8,3111,0,0,13129,0,0,0,0,0,0,0,0,4411,0,0,0,0,0,4,1,0,0,0,0,8,0,0,1161,0,0,1,0,789,0,0,0,0,0,0,0,0,0,0,451,316,0,0,0,0,0,0,0,0,0,0,0,0,2575,0,10,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,4600,0,58,0,0,0,4,0,0,7,0,0,29358,0,0,21,131,0,0,0,0,0,28756,0,0,20,0,0,2,20,0,0,47,0,5773,0,0,0,0,0,0,0,0,142,595,0,0,0,0,0,133,0,0,0,0,0,0,0,0,8,0,2108,97,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,6601,9,0,290,580,19,0,1391,0,0,6629,0,89,0,0,101,0,5,0,0,2323,0,5,0,0,0,0,0,102252,432,0,0,0,19,0,20,0,0,0,33,0,0,10,467,0,13,98,0,191,62,29,0,0,0,0,2,0,0,0,18,4849,0,0,0,0,0,0,20,0,513,0,12,0,0,0,0,1,0,8,21,0,0,0,0,62,0,0,73,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2278,0,0,2,0,0,0,87,0,0,0,49,0,6,12,0,28,6,67,0,5,18,0,0,0,0,0,0,0,0,0,0,1870,2,3,0,0,92,0,112,0,837,1992,0,936,0,13528,0,120,140,0,0,0,0,0,0,0,9895,0,8,0,0,0,0,0,0,21073,266368,2,0,0,9291,0,0,0,0,0,0
Haiti,0,0,0,0,0,0,33,309,0,1642,130,93,0,40491,0,0,33,0,1969,59,0,1664,0,15,0,0,66,0,6,0,0,0,0,0,93131,26,0,0,0,57,0,122,0,0,0,293,0,0,966,2009,5,4,32,0,1407,336729,142,0,4,0,0,0,0,0,0,11,77446,0,0,0,0,1586,0,37,0,0,0,14,24,0,0,0,43,0,5,12,0,0,0,0,14,0,0,732,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,629,0,0,9,0,0,0,0,0,0,0,1419,0,0,25,0,0,0,47,0,0,0,559,0,1,59,0,0,4,156,0,2,23,0,0,0,0,0,0,0,1,0,0,2843,3,3,0,0,0,0,729,37,23,0,0,0,0,918,0,144,1756,0,0,0,0,0,0,0,0,0,0,0,15040,0,0,2,0,278,668223,7,0,0,1929,0,805,0,0,0,0
Honduras,0,0,0,0,0,0,7,283,0,10,300,107,0,44,0,0,0,0,278,9762,0,7,0,240,0,0,155,0,2,0,0,0,0,0,6748,2352,0,0,0,296,0,376,0,0,0,3947,0,0,35,0,5,29,113,0,1,599,684,1,11753,0,0,2,0,0,0,68,594,0,0,0,0,1444,0,49,0,0,0,8726,289,0,0,0,0,0,11,34,0,0,0,0,31,0,0,2636,242,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14544,0,0,0,0,0,0,0,0,0,0,487,0,0,12717,0,0,0,119,0,0,0,1553,0,37,195,21,7,15,758,0,6,22,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,55266,0,1,0,0,0,0,0,0,361,639,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,559,651059,43,0,0,298,0,0,0,0,0,0
"Hong Kong SAR, China",0,0,0,0,0,0,0,34,0,47,96920,334,0,27,0,0,0,0,0,79,0,36,0,2,0,0,0,6560,0,0,0,0,119,0,249112,0,0,0,0,65,276187,36,0,0,0,3305,0,0,3,113,0,50,0,0,0,0,146,7,8,0,0,4,0,0,0,0,522,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2029,0,0,0,0,0,38,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,22817,0,0,0,345,0,0,0,0,0,74,0,21,0,0,0,0,0,0,0,0,0,9899,0,7529,0,0,0,0,1021,0,0,0,290,0,0,0,264,0,137,0,0,0,60,0,0,0,0,0,0,0,0,0,63912,3,2,4,0,0,2665,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,1206,0,0,0,0,0,87,0,0,0,0,4,0,98384,212253,1,0,6,581,1136,0,0,0,0,0
Hungary,0,703,0,0,0,0,0,941,0,2,20980,67729,137,10,0,0,0,340,8386,0,0,14,0,28,153,0,1869,0,550,0,0,0,0,0,53206,0,0,0,0,410,380,149,0,0,0,74,0,2657,72,0,406,4800,4723,0,0,70,316,140,1,0,0,305,0,8,0,2248,10712,0,0,0,48,192340,0,1696,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,8825,0,9480,12870,0,0,591,0,174,0,0,0,0,0,0,0,191,189,0,0,345,69,133,1152,0,81,0,0,0,0,0,180,0,0,0,304,0,178,14,11,238,0,0,0,0,0,14024,0,1458,8,0,0,0,4177,0,0,0,60,0,0,77,251,1440,413,16,0,8469,16852,0,0,2,0,0,0,3606,3,0,0,0,16820,725,0,0,0,0,9095,0,0,0,0,0,0,0,0,16531,23168,0,0,0,0,0,0,0,0,0,771,0,0,0,0,11235,0,100000,62296,121,620,1,1043,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,25,0,1,720,208,0,2,0,0,0,0,223,0,0,1,0,2,0,0,591,0,162,0,0,0,0,0,786,0,0,0,0,14,112,11,0,0,0,24,0,0,0,0,39,65,7466,0,0,20,29,1,2,0,0,34,0,672,0,159,396,0,0,0,0,1819,0,53,163,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,63,0,0,189,0,0,3,0,35,0,0,0,0,0,0,0,31,0,0,0,0,2,48,349,0,0,0,0,690,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,8583,0,0,0,11,0,0,18,55,528,30,0,0,11,44,0,0,0,0,0,0,0,6,0,0,0,71,13,0,0,51,0,1068,0,0,0,0,0,0,0,0,5644,417,0,0,0,0,0,0,0,0,0,63,0,0,0,0,7,0,1823,5581,4,0,0,3,0,0,0,0,0,0
India,0,0,1075,0,93,0,81,1736,0,332,468830,13647,0,623,310591,35250,593,47,21420,414,0,524,48076,111,0,9861,1079,11367,281,0,0,0,98,0,602146,748,0,0,0,686,15051,153,0,0,0,448,0,65,32,650,3236,2521,8529,0,28,397,333,1996,11,0,119,337,0,66,2367,5688,48791,47,0,0,31,79000,989,9967,0,0,0,25,47,0,0,0,13,18285,1466,314,0,12252,0,236,21255,0,17990,149478,1698,25716,5956,0,23151,0,366,5924,0,1157072,0,0,170,1905,234,746,4950,26,69,205,0,0,4391,2434,135352,19801,0,329,0,0,9500,2078,0,0,37,101,0,0,2696,37004,624,440198,27026,0,71658,26,0,0,0,12485,1201995,1395854,0,4626,345,126,241,10973,919,8068,65,658488,102,5705,355,0,1,0,2266216,0,292,6550,387,154788,863,168,200,225,0,39907,1415,42228,10814,49,119,0,0,1506,0,0,23237,20517,0,634,41097,46113,0,0,260,965,0,772,0,0,0,5745,3854,3310419,809000,2434524,45,173,7,262,2026,0,0,0,4857,0
Indonesia,0,0,2901,0,0,0,0,95,0,58,83780,1330,0,34,29553,156500,0,0,3397,0,0,35,0,10,0,0,892,6517,55,0,0,0,108,0,15718,0,0,0,0,108,58639,88,0,0,0,29,0,26,15,185,204,349,1020,0,0,29,96,5380,1,0,0,16,0,11,0,509,5076,21,0,0,0,14000,0,434,0,0,0,41,0,0,0,0,0,136697,250,136,811,0,0,0,277,0,0,3306,0,31068,19060,0,99,0,1428,34215,0,108415,0,0,1,3358,0,0,13356,0,0,17,0,0,0,0,1091841,0,0,30,0,0,0,192,0,0,0,0,0,437,0,0,82,0,123497,1317,5240,6,0,0,0,1536,65305,382,0,139,14066,0,51,3407,122,257,12,43909,15,163,0,0,0,0,1548032,0,31,142,0,168355,62,38,58,1097,0,2011,0,2071,324,5,0,0,0,0,0,0,2429,3627,0,0,0,2952,6040,0,0,0,0,267,0,0,0,0,20,304044,11489,94453,7,0,2,59,8217,0,0,0,0,0
"Iran, Islamic Rep.",0,0,0,0,0,0,0,208,8929,5,55650,19796,1501,5,0,0,0,48,10833,0,0,12,0,64,0,0,654,0,424,0,0,0,0,0,140318,15,0,0,0,101,1141,125,0,0,0,142,0,46,2,0,1417,775,15550,0,0,96,280,170,18,0,0,104,0,8,0,6102,23134,0,0,0,121,119000,0,3335,0,0,0,18,39,0,0,0,8,0,2440,76,1688,0,0,15611,933,0,45170,15730,0,6077,94,0,196,0,0,0,0,46419,0,0,30,0,0,0,420,0,64,246,0,0,0,0,9817,0,0,37,0,0,0,115,0,0,76,0,0,0,0,0,26,0,29670,0,3286,10,0,0,0,16535,0,2154,0,88,0,27,68,604,248,211,19,30000,1663,2013,0,0,7,0,0,0,64,1,0,0,0,142,128,0,0,1162,0,6514,104,1,0,0,0,0,0,0,69067,10142,0,1229,0,1942,0,0,0,0,0,36226,3182,0,0,0,2157,,77000,386073,48,0,1,91,0,0,0,7,0,0
Iraq,0,0,15208,0,0,0,0,54,0,0,71240,15319,0,0,0,0,0,0,20836,0,0,4,0,10,8,0,625,0,1306,0,0,0,0,0,57576,0,0,0,0,29,1334,23,0,0,0,15,0,79,5,0,370,929,21249,0,0,27,53,28192,1,0,0,21,0,0,0,10723,6212,0,0,0,0,227195,0,7704,0,0,0,11,0,0,0,0,0,0,1060,48,493,0,84667,0,1620,0,52960,3940,0,0,227215,0,62,0,0,0,0,0,0,0,8,148470,0,0,70010,0,0,15,0,0,0,0,5325,0,0,103,0,185,0,36,0,0,0,0,0,1756,0,0,0,0,40884,0,5849,3,0,0,0,22186,10734,235,0,12,0,2,23,73,456,44,0,0,1871,986,0,0,0,0,5503,0,275,0,0,0,0,86,69,0,0,270,0,2100,40,0,0,0,0,2,0,0,131888,8050,206944,64,0,84,0,0,0,0,648,97528,0,0,0,0,192,0,79000,221587,3,0,0,80,0,0,0,10327,0,0
Ireland,0,0,0,0,0,0,0,313,0,3,86450,1151,0,61,0,0,0,23,3362,0,0,268,0,80,0,741,210,0,351,0,0,0,0,0,32595,299,10,0,3995,161,969,139,0,0,0,89,0,51,0,0,914,1156,1578,0,0,70,290,90,11,0,0,97,0,3,0,604,9977,0,0,0,0,14000,0,579,0,0,0,0,0,0,0,0,0,705,1370,110,0,0,0,0,0,2233,0,3534,0,1288,51,0,245,0,0,0,0,0,0,0,822,0,0,0,0,17,1136,1725,0,0,0,0,1199,0,0,341,0,0,50,446,0,0,36,9,0,0,0,0,54,0,5451,0,9648,26,0,0,0,1152,0,0,0,94,572,0,247,444,8136,1614,12,0,953,175,0,0,0,0,0,0,51,14,0,0,0,1047,97,29,0,19989,0,13863,0,6,0,0,0,0,0,0,2565,3811,0,0,0,0,0,0,0,0,0,797,0,0,0,0,76,0,398000,125840,21,0,0,62,0,0,0,0,0,0
Isle of Man,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8681,0,0,0,0,3,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,1716,0,2,11960,2230,0,11,0,0,0,385,3521,0,0,74,0,189,0,0,2464,0,652,0,0,0,0,0,26561,18,0,0,0,672,757,500,0,0,0,379,0,53,3,0,450,1712,1247,0,0,256,759,667,43,0,0,66,0,11,0,760,9336,0,16,0,31,14000,52,699,0,0,0,136,10,0,0,0,90,0,1733,37,0,0,0,0,441,0,0,3829,0,0,1582,0,204,0,0,0,0,0,0,0,82,506,0,0,0,0,88,45,0,0,0,0,0,0,0,21,0,0,0,1983,0,79,15,0,0,0,0,0,100,0,5594,0,0,9,0,0,0,823,0,0,0,1150,0,21,591,633,372,351,59,0,2423,3651,0,0,1,0,0,0,108,3,0,0,0,205,72,0,0,7378,0,2908,55,1,0,0,0,0,0,0,2611,3859,0,0,0,0,0,0,0,0,0,4027,0,0,0,0,3789,0,16000,142078,189,258,1,475,0,0,63142,0,0,0
Italy,0,8973,1486,0,456,0,74,158049,0,51,194900,31197,0,164,0,0,0,23,120609,0,0,109,13,1485,111,646,45541,0,3582,0,0,417,16,1157,340444,120,354,0,0,4688,5958,3001,0,0,0,2596,0,3294,230,23,567,5605,7341,0,1,9622,5602,3939,283,0,0,1172,0,11,0,2606,380356,177,0,0,17,611450,268,6188,0,0,0,382,79,0,0,2605,262,652,5258,308,0,0,0,0,8507,0,5820,0,0,3332,310,0,1493,0,0,0,0,0,0,0,242,0,0,49,6839,1180,262,21877,0,38,237,0,539,332,0,1956,0,121,307,6406,0,239,7006,19,179,2080,0,0,764,0,27624,370,2098,196,0,0,0,4329,0,0,0,1360,0,898,3890,1785,10647,2816,251,0,50893,1897,0,0,4563,0,0,0,1909,123,0,0,18,3117,9471,0,0,38515,0,109153,5170,6,17,0,0,0,0,0,10769,263337,0,0,5807,7864,0,0,0,0,2246,4210,0,0,0,590,311,0,220000,335763,7399,0,10,51863,112,0,0,0,0,0
Jamaica,0,0,0,0,0,0,4069,26,0,750,1190,214,0,7819,0,0,999,0,404,746,0,1446,0,7,0,0,169,0,6,0,0,0,0,0,146539,13236,0,0,0,27,137,63,0,0,0,218,0,0,306,1327,17,11,144,0,130,582,56,0,10,0,0,2,0,0,0,83,953,0,0,0,0,2288,0,11,0,174,0,10,0,0,299,0,27,0,29,20,0,0,0,0,242,0,0,361,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,84,0,0,0,0,0,0,0,0,0,0,982,0,0,22,0,0,0,170,0,0,0,719,0,2,7,0,3,27,57,0,6,17,0,0,0,0,0,0,0,0,0,0,2447,14,10,0,0,319,0,284,0,190,188,0,194,0,0,0,355,791,0,0,0,0,0,0,0,1506,0,33,0,0,0,0,1,0,125000,736303,2,0,0,96,0,446,0,0,0,0
Japan,0,0,223,0,0,0,20,4619,0,5,60050,2731,0,36,0,14090,0,0,4834,0,0,667,137,1727,0,0,60115,102441,213,0,0,2,128,0,34250,29,0,0,0,1012,66159,771,0,0,0,455,0,54,31,132,98,3271,1562,0,0,1736,1070,1086,54,0,0,74,0,8,0,1283,21701,28,30,0,0,26000,66,1164,0,0,2663,152,104,0,0,470,140,14406,1696,97,708,19345,0,0,989,0,0,8297,0,0,103,0,453,0,212,24244,0,0,0,0,13,0,0,0,1027,0,28,300,0,0,52,0,16778,124,0,56,42,0,44,4002,74,0,55,381,0,0,0,0,104,0,6010,0,10954,42,0,0,599,1409,0,0,153,384,271,2300,3900,14181,547,320,111,0,284,1025,0,59,1,0,0,0,38,1,6,0,15,143,131,28,0,2889,0,6426,849,0,26,0,0,0,0,0,3150,7542,0,0,0,80957,0,0,103,0,0,2966,0,0,0,296,50,0,39000,355156,186,0,36,364,1926,0,0,0,104,0
