Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
AMBER 45,45 Amber Road  #09-05,1,125,Strata,2793000,-,22344,2076,11-May-18,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #16-04,1,68,Strata,1688000,-,24824,2306,11-May-18,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #21-03,1,167,Strata,4200000,-,25150,2336,11-May-18,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #08-02,1,110,Strata,2613000,-,23755,2207,11-May-18,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #13-04,1,68,Strata,1695000,-,24926,2316,11-May-18,Apartment,Freehold,Uncompleted,New Sale,HDB,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #11-07,1,65,Strata,1647000,-,25338,2354,11-May-18,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
AMBER 45,45 Amber Road  #20-04,1,68,Strata,1799000,-,26456,2458,11-May-18,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
AMBER RESIDENCES,50 Amber Road  #14-01,1,206,Strata,3500000,-,16990,1578,19-Mar-18,Condominium,Freehold,2011,Resale,Private,15,43,439888,Central Region,Marine Parade
AMBER RESIDENCES,50 Amber Road  #19-03,1,141,Strata,2800000,-,19858,1845,16-Jan-18,Condominium,Freehold,2011,Resale,Private,15,43,439888,Central Region,Marine Parade
AMBER RESIDENCES,50 Amber Road  #02-04,1,116,Strata,1700000,-,14655,1361,4-Jan-18,Condominium,Freehold,2011,Resale,Private,15,43,439888,Central Region,Marine Parade
AMBER RESIDENCES,50 Amber Road  #19-05,1,108,Strata,2188888,-,20267,1883,25-Jul-18,Condominium,Freehold,2011,Resale,HDB,15,43,439888,Central Region,Marine Parade
AMBER RESIDENCES,50 Amber Road  #08-06,1,167,Strata,3250000,-,19461,1808,29-Jun-18,Condominium,Freehold,2011,Resale,Private,15,43,439888,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #05-04,1,119,Strata,2420000,-,20336,1889,16-Mar-18,Apartment,Freehold,2017,Resale,Private,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #11-05,1,49,Strata,1286000,-,26245,2438,22-Feb-18,Apartment,Freehold,2017,Resale,Private,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #14-04,1,104,Strata,2325000,-,22356,2077,8-Feb-18,Apartment,Freehold,2017,Resale,HDB,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #14-06,1,49,Strata,1320000,-,26939,2503,30-Jan-18,Apartment,Freehold,2017,Resale,Private,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #15-04,1,104,Strata,2326570,-,22371,2078,29-Jan-18,Apartment,Freehold,2017,Resale,HDB,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #10-07,1,104,Strata,2320560,-,22313,2073,26-Jan-18,Apartment,Freehold,2017,Resale,HDB,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #14-05,1,113,Strata,2546000,-,22531,2093,18-May-18,Apartment,Freehold,2017,Resale,Private,15,43,439853,Central Region,Marine Parade
AMBER SKYE,8 Amber Road  #13-03,1,124,Strata,3200000,-,25806,2397,10-May-18,Apartment,Freehold,2017,Resale,Private,15,43,439853,Central Region,Marine Parade
ARTHUR 118,118 Arthur Road  #09-01,1,86,Strata,1488888,-,17313,1608,19-Mar-18,Apartment,Freehold,2006,Resale,HDB,15,43,439827,Central Region,Marine Parade
ARTHUR 118,118 Arthur Road  #10-04,1,83,Strata,1398000,-,16843,1565,12-Mar-18,Apartment,Freehold,2006,Resale,Private,15,43,439827,Central Region,Marine Parade
ARTHUR 118,118 Arthur Road  #11-01,1,86,Strata,1415000,-,16453,1529,20-Sep-18,Apartment,Freehold,2006,Resale,HDB,15,43,439827,Central Region,Marine Parade
AURA 83,83 Duku Road  #01-05,1,59,Strata,850000,-,14407,1338,11-May-18,Apartment,Freehold,2015,Resale,Private,15,42,429247,Central Region,Marine Parade
AURA 83,83 Duku Road  #04-02,1,73,Strata,1180000,-,16164,1502,8-May-18,Apartment,Freehold,2015,Resale,Private,15,42,429247,Central Region,Marine Parade
BELLEZZA @ KATONG,46 Ceylon Road  #05-02,1,125,Strata,1280000,-,10240,951,28-Nov-18,Apartment,Freehold,2008,Resale,Private,15,42,429634,Central Region,Marine Parade
BENG TONG MANSION,247B Tanjong Katong Road,1,82,Strata,1800000,-,21951,2039,1-Feb-18,Apartment,Freehold,Unknown,Resale,Private,15,43,437035,Central Region,Marine Parade
BOURNEMOUTH EIGHT,70E Bournemouth Road,1,850,Strata,4900000,-,5765,536,19-Jan-18,Detached House,Freehold,1997,Resale,Private,15,43,439724,Central Region,Marine Parade
CANTIZ @ RAMBAI,21 Rambai Road  #05-01,1,140,Strata,1388888,-,9921,922,8-Feb-18,Apartment,Freehold,2010,Resale,Private,15,42,424340,Central Region,Marine Parade
CANTIZ @ RAMBAI,21 Rambai Road  #02-02,1,79,Strata,1000000,-,12658,1176,3-Jan-18,Apartment,Freehold,2010,Resale,HDB,15,42,424340,Central Region,Marine Parade
CANTIZ @ RAMBAI,21 Rambai Road  #05-02,1,139,Strata,1345000,-,9676,899,13-Aug-18,Apartment,Freehold,2010,Resale,HDB,15,42,424340,Central Region,Marine Parade
CANTIZ @ RAMBAI,21 Rambai Road  #03-02,1,79,Strata,1000000,-,12658,1176,13-Jul-18,Apartment,Freehold,2010,Resale,Private,15,42,424340,Central Region,Marine Parade
CEYLON CREST,30 Ceylon Road  #05-01,1,179,Strata,2000000,-,11173,1038,5-Sep-18,Apartment,Freehold,2005,Resale,Private,15,42,429623,Central Region,Marine Parade
CEYLON RESIDENCE,107 Ceylon Road  #02-03,1,103,Strata,1300000,-,12621,1173,2-Aug-18,Apartment,Freehold,2011,Resale,HDB,15,42,429690,Central Region,Marine Parade
CEYLON RESIDENCE,107 Ceylon Road  #05-06,1,213,Strata,2050000,-,9624,894,7-Nov-18,Apartment,Freehold,2011,Resale,Private,15,42,429690,Central Region,Marine Parade
CHAPEL LODGE,41B Lorong Stangee,1,142,Strata,1750000,-,12324,1145,24-Jul-18,Condominium,Freehold,1994,Resale,Private,15,42,425032,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #01-09,1,121,Strata,1258000,-,10397,966,19-Apr-18,Apartment,Freehold,2000,Resale,HDB,15,43,437083,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #03-11,1,114,Strata,1360000,-,11930,1108,1-Mar-18,Apartment,Freehold,2000,Resale,Private,15,43,437083,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #01-12,1,121,Strata,1350000,-,11157,1037,17-Jul-18,Apartment,Freehold,2000,Resale,HDB,15,43,437083,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #03-09,1,114,Strata,1331000,-,11675,1085,9-Jul-18,Apartment,Freehold,2000,Resale,Private,15,43,437083,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #04-01,1,111,Strata,1250000,-,11261,1046,29-Oct-18,Apartment,Freehold,2000,Resale,Private,15,43,437083,Central Region,Marine Parade
CHELSEA LODGE,300 Tanjong Katong Road  #03-07,1,114,Strata,1345000,-,11798,1096,4-Jun-18,Apartment,Freehold,2000,Resale,Private,15,43,437083,Central Region,Marine Parade
CORALIS,530 Joo Chiat Road  #11-03,1,114,Strata,2280000,-,20000,1858,26-Apr-18,Condominium,Freehold,2013,Resale,Private,15,42,427710,Central Region,Marine Parade
CORALIS,530 Joo Chiat Road  #06-07,1,46,Strata,928000,-,20174,1874,18-Apr-18,Condominium,Freehold,2013,Resale,HDB,15,42,427710,Central Region,Marine Parade
CORALIS,530 Joo Chiat Road  #18-03,1,119,Strata,2348000,-,19731,1833,8-Feb-18,Condominium,Freehold,2013,Resale,Private,15,42,427710,Central Region,Marine Parade
CORALIS,530 Joo Chiat Road  #04-01,1,46,Strata,880000,-,19130,1777,5-Oct-18,Condominium,Freehold,2013,Resale,Private,15,42,427710,Central Region,Marine Parade
CORALIS,530 Joo Chiat Road  #19-03,1,287,Strata,4500000,-,15679,1457,22-May-18,Condominium,Freehold,2013,Resale,Private,15,42,427710,Central Region,Marine Parade
COTE D'AZUR,68 Marine Parade Road  #22-20,1,265,Strata,2800000,-,10566,982,4-May-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449301,Central Region,Marine Parade
COTE D'AZUR,62 Marine Parade Road  #17-08,1,78,Strata,1158888,-,14858,1380,3-May-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449298,Central Region,Marine Parade
COTE D'AZUR,68 Marine Parade Road  #06-19,1,129,Strata,1830000,-,14186,1318,5-Apr-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449301,Central Region,Marine Parade
COTE D'AZUR,66 Marine Parade Road  #21-15,1,84,Strata,1100000,-,13095,1217,3-Apr-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449300,Central Region,Marine Parade
COTE D'AZUR,68 Marine Parade Road  #06-20,1,122,Strata,1880000,-,15410,1432,28-Mar-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449301,Central Region,Marine Parade
COTE D'AZUR,62 Marine Parade Road  #22-07,1,268,Strata,2880000,-,10746,998,20-Mar-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449298,Central Region,Marine Parade
COTE D'AZUR,68 Marine Parade Road  #19-18,1,106,Strata,1495000,-,14104,1310,12-Mar-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449301,Central Region,Marine Parade
COTE D'AZUR,68 Marine Parade Road  #07-24,1,103,Strata,1355000,-,13155,1222,8-Mar-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449301,Central Region,Marine Parade
COTE D'AZUR,70 Marine Parade Road  #02-28,1,103,Strata,1325000,-,12864,1195,9-Feb-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449302,Central Region,Marine Parade
COTE D'AZUR,66 Marine Parade Road  #17-16,1,107,Strata,1570000,-,14673,1363,8-Feb-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449300,Central Region,Marine Parade
COTE D'AZUR,62 Marine Parade Road  #19-08,1,78,Strata,1100000,-,14103,1310,26-Jan-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449298,Central Region,Marine Parade
COTE D'AZUR,70 Marine Parade Road  #05-25,1,78,Strata,1000000,-,12821,1191,21-Aug-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449302,Central Region,Marine Parade
COTE D'AZUR,62 Marine Parade Road  #19-07,1,118,Strata,1810000,-,15339,1425,16-Oct-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,HDB,15,44,449298,Central Region,Marine Parade
COTE D'AZUR,66 Marine Parade Road  #12-11,1,143,Strata,1950000,-,13636,1267,20-Jun-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449300,Central Region,Marine Parade
COTE D'AZUR,60 Marine Parade Road  #02-04,1,103,Strata,1100000,-,10680,992,11-Jun-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449297,Central Region,Marine Parade
COTE D'AZUR,62 Marine Parade Road  #18-07,1,119,Strata,1850000,-,15546,1444,6-Jun-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449298,Central Region,Marine Parade
COTE D'AZUR,60 Marine Parade Road  #06-04,1,103,Strata,1400000,-,13592,1263,25-May-18,Condominium,99 Yrs From 25/07/2001,2004,Resale,HDB,15,44,449297,Central Region,Marine Parade
D'FOCUS APARTMENTS,135 Haig Road  #04-02,1,238,Strata,2050000,-,8613,800,7-Jun-18,Apartment,Freehold,1999,Resale,Private,15,43,438789,Central Region,Marine Parade
D-MANSIONS,2 Dunman Lane  #04-02,1,146,Strata,1488000,-,10192,947,20-Jun-18,Apartment,Freehold,1999,Resale,Private,15,43,439275,Central Region,Marine Parade
DUKU APARTMENTS,75 Duku Road  #03-02,1,113,Strata,1200000,-,10619,987,14-Jun-18,Apartment,Freehold,1998,Resale,Private,15,42,429237,Central Region,Marine Parade
EAST GALLERIA,21 Sea Avenue  #02-06,1,112,Strata,1680000,-,15000,1394,4-May-18,Apartment,Freehold,2007,Resale,Private,15,42,424268,Central Region,Marine Parade
EAST GALLERIA,19 Sea Avenue  #03-02,1,83,Strata,1320000,-,15904,1477,22-Mar-18,Apartment,Freehold,2007,Resale,Private,15,42,424239,Central Region,Marine Parade
EAST VIEW,10 Brooke Road  #06-03,1,102,Strata,1478000,-,14490,1346,14-Feb-18,Apartment,Freehold,1998,Resale,Private,15,42,429986,Central Region,Marine Parade
ESTERINA,12 Haig Avenue  #04-03,1,48,Strata,660000,-,13750,1277,24-May-18,Apartment,Freehold,2009,Resale,Private,15,43,438867,Central Region,Marine Parade
HAIG 162,162 Haig Road  #10-07,1,33,Strata,530000,-,16061,1492,5-Apr-18,Apartment,Freehold,2013,Resale,Private,15,43,438773,Central Region,Marine Parade
HAIG 162,162 Haig Road  #05-09,1,45,Strata,720000,-,16000,1486,23-Mar-18,Apartment,Freehold,2013,Resale,Private,15,43,438773,Central Region,Marine Parade
HAIG 162,162 Haig Road  #13-01,1,54,Strata,815000,-,15093,1402,10-Jan-18,Apartment,Freehold,2013,Resale,Private,15,43,438773,Central Region,Marine Parade
HAIG 162,162 Haig Road  #06-09,1,45,Strata,680000,-,15111,1404,9-Jan-18,Apartment,Freehold,2013,Resale,Private,15,43,438773,Central Region,Marine Parade
HAIG 162,162 Haig Road  #11-07,1,33,Strata,548000,-,16606,1543,19-Jul-18,Apartment,Freehold,2013,Resale,Private,15,43,438773,Central Region,Marine Parade
HAIG COURT,152 Haig Road  #05-05,1,100,Strata,1430000,-,14300,1329,29-Mar-18,Condominium,Freehold,2004,Resale,Private,15,43,438791,Central Region,Marine Parade
HAIG COURT,156 Haig Road  #02-02,1,147,Strata,2138000,-,14544,1351,16-Mar-18,Condominium,Freehold,2004,Resale,Private,15,43,438793,Central Region,Marine Parade
HAIG COURT,158 Haig Road  #04-04,1,144,Strata,2380000,-,16528,1535,12-Feb-18,Condominium,Freehold,2004,Resale,Private,15,43,438794,Central Region,Marine Parade
HAIG COURT,152 Haig Road  #13-01,1,134,Strata,2020000,-,15075,1400,26-Sep-18,Condominium,Freehold,2004,Resale,Private,15,43,438791,Central Region,Marine Parade
HAIG COURT,158 Haig Road  #03-01,1,134,Strata,1900000,-,14179,1317,2-Jul-18,Condominium,Freehold,2004,Resale,Private,15,43,438794,Central Region,Marine Parade
HAIG COURT,152 Haig Road  #15-05,1,100,Strata,1550000,-,15500,1440,30-Nov-18,Condominium,Freehold,2004,Resale,Private,15,43,438791,Central Region,Marine Parade
ISUITES @ MARSHALL,99 Marshall Road  #02-02,1,41,Strata,650000,-,15854,1473,11-Jun-18,Apartment,Freehold,2012,Resale,Private,15,42,424894,Central Region,Marine Parade
ISUITES @ MARSHALL,99 Marshall Road  #03-01,1,37,Strata,610000,-,16486,1532,30-May-18,Apartment,Freehold,2012,Resale,HDB,15,42,424894,Central Region,Marine Parade
JOO CHIAT APARTMENT,293 Onan Road  #02-01,1,191,Strata,1680000,-,8796,817,4-Jan-18,Apartment,Freehold,Unknown,Resale,HDB,15,42,424681,Central Region,Marine Parade
KATONG GARDENS,239 Tembeling Road  #02-01,1,218,Strata,2800000,-,12844,1193,5-Jan-18,Condominium,Freehold,1984,Resale,Private,15,42,423723,Central Region,Marine Parade
LA MEYER,66 Meyer Road  #02-02,1,132,Strata,1970000,-,14924,1386,26-Jan-18,Condominium,Freehold,1994,Resale,Private,15,43,437894,Central Region,Marine Parade
LEVILLE ISUITES,28 Ceylon Road  #03-09,1,113,Strata,1540000,-,13628,1266,24-Jul-18,Apartment,Freehold,2015,Resale,Private,15,42,429621,Central Region,Marine Parade
MALVERN SPRINGS,373 Onan Road  #02-04,1,92,Strata,1260000,-,13696,1272,31-Aug-18,Condominium,Freehold,2004,Resale,HDB,15,42,424775,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #06-02,1,118,Strata,1652000,-,14000,1301,9-Apr-18,Condominium,Freehold,2016,Resale,HDB,15,44,449313,Central Region,Marine Parade
MARINE BLUE,91 Marine Parade Road  #08-07,1,64,Strata,1567000,-,24484,2275,15-Mar-18,Condominium,Freehold,2016,Resale,Private,15,44,449314,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #06-01,1,118,Strata,1667000,-,14127,1312,13-Feb-18,Condominium,Freehold,2016,Resale,HDB,15,44,449313,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #08-02,1,118,Strata,1733000,-,14686,1364,21-Aug-18,Condominium,Freehold,2016,Resale,Private,15,44,449313,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #12-01,1,118,Strata,1796000,-,15220,1414,5-Jul-18,Condominium,Freehold,2016,Resale,Private,15,44,449313,Central Region,Marine Parade
MARINE BLUE,91 Marine Parade Road  #06-07,1,64,Strata,1646000,-,25719,2389,5-Oct-18,Condominium,Freehold,2016,Resale,Private,15,44,449314,Central Region,Marine Parade
MARINE BLUE,91 Marine Parade Road  #02-07,1,90,Strata,1700000,-,18889,1755,20-Jun-18,Condominium,Freehold,2016,Resale,Private,15,44,449314,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #07-02,1,118,Strata,1723000,-,14602,1357,8-Jun-18,Condominium,Freehold,2016,Resale,Private,15,44,449313,Central Region,Marine Parade
MARINE BLUE,89 Marine Parade Road  #07-01,1,118,Strata,1621000,-,13737,1276,18-May-18,Condominium,Freehold,2016,Resale,Private,15,44,449313,Central Region,Marine Parade
MARINE BLUE,91 Marine Parade Road  #05-07,1,64,Strata,1563000,-,24422,2269,17-May-18,Condominium,Freehold,2016,Resale,Private,15,44,449314,Central Region,Marine Parade
MARINE BLUE,91 Marine Parade Road  #04-08,1,68,Strata,1642000,-,24147,2243,9-May-18,Condominium,Freehold,2016,Resale,Private,15,44,449314,Central Region,Marine Parade
MARINE MEADOWS,165 Marine Parade  #03-03,1,157,Strata,2200000,-,14013,1302,17-Jul-18,Apartment,Freehold,1989,Resale,Private,15,44,449529,Central Region,Marine Parade
MARINE VIEW MANSIONS,97 Marine Parade  #07-01,1,194,Strata,3040000,-,15670,1456,29-Jun-18,Condominium,Freehold,1988,Resale,Private,15,44,449273,Central Region,Marine Parade
MARSHALL LODGE,89 Marshall Road  #01-01,1,165,Strata,1730000,-,10485,974,28-Feb-18,Apartment,Freehold,1995,Resale,Private,15,42,424886,Central Region,Marine Parade
MARSHALL LODGE,89 Marshall Road  #01-12,1,165,Strata,1810000,-,10970,1019,28-Jun-18,Apartment,Freehold,1995,Resale,HDB,15,42,424886,Central Region,Marine Parade
MAYA,9 Still Road  #03-03,1,119,Strata,1400000,-,11765,1093,25-Apr-18,Apartment,Freehold,2007,Resale,HDB,15,42,423953,Central Region,Marine Parade
MEIER SUITES,10 Margate Road  #16-03,1,205,Strata,3600000,-,17561,1631,20-Mar-18,Condominium,Freehold,2012,Resale,Private,15,43,438051,Central Region,Marine Parade
MEIER SUITES,10 Margate Road  #17-04,1,167,Strata,3050000,-,18263,1697,6-Jun-18,Condominium,Freehold,2012,Resale,HDB,15,43,438051,Central Region,Marine Parade
MEYER PARK,83 Meyer Road  #04-01,1,247,Strata,4300000,-,17409,1617,9-May-18,Condominium,Freehold,1985,Resale,Private,15,43,437910,Central Region,Marine Parade
MEYER RESIDENCE,3 Meyer Place  #11-01,1,84,Strata,1580000,-,18810,1747,9-Mar-18,Apartment,Freehold,2009,Resale,HDB,15,43,437991,Central Region,Marine Parade
MEYER RESIDENCE,3 Meyer Place  #08-02,1,99,Strata,1838000,-,18566,1725,23-Jan-18,Apartment,Freehold,2009,Resale,HDB,15,43,437991,Central Region,Marine Parade
MEYER RESIDENCE,3 Meyer Place  #19-02,1,99,Strata,1790000,-,18081,1680,16-Aug-18,Apartment,Freehold,2009,Resale,Private,15,43,437991,Central Region,Marine Parade
MEYER RESIDENCE,3 Meyer Place  #11-04,1,107,Strata,2045000,-,19112,1776,3-Nov-18,Apartment,Freehold,2009,Resale,Private,15,43,437991,Central Region,Marine Parade
MEYER RESIDENCE,3 Meyer Place  #16-02,1,99,Strata,1830000,-,18485,1717,9-May-18,Apartment,Freehold,2009,Resale,Private,15,43,437991,Central Region,Marine Parade
MODA,42 East Coast Road  #13-03,1,91,Strata,1500000,-,16484,1531,1-Mar-18,Apartment,Freehold,2014,Resale,Private,15,42,428762,Central Region,Marine Parade
MODA,42 East Coast Road  #14-02,1,90,Strata,1520000,-,16889,1569,16-Jan-18,Apartment,Freehold,2014,Resale,Private,15,42,428762,Central Region,Marine Parade
MODA,42 East Coast Road  #12-01,1,60,Strata,1190000,-,19833,1843,5-Jul-18,Apartment,Freehold,2014,Resale,Private,15,42,428762,Central Region,Marine Parade
MODA,42 East Coast Road  #15-04,1,71,Strata,990000,-,13944,1295,16-Nov-18,Apartment,Freehold,2014,Resale,Private,15,42,428762,Central Region,Marine Parade
MOUNTBATTEN SUITES,861 Mountbatten Road  #05-04,1,66,Strata,1023000,-,15500,1440,19-Apr-18,Apartment,Freehold,2012,Resale,HDB,15,43,437842,Central Region,Marine Parade
MOUNTBATTEN SUITES,861 Mountbatten Road  #02-05,1,97,Strata,1200000,-,12371,1149,28-Mar-18,Apartment,Freehold,2012,Resale,Private,15,43,437842,Central Region,Marine Parade
MOUNTBATTEN SUITES,861 Mountbatten Road  #05-02,1,192,Strata,1888888,-,9838,914,17-Jul-18,Apartment,Freehold,2012,Resale,Private,15,43,437842,Central Region,Marine Parade
MOUNTBATTEN SUITES,861 Mountbatten Road  #04-06,1,107,Strata,1438000,-,13439,1249,4-Dec-18,Apartment,Freehold,2012,Resale,Private,15,43,437842,Central Region,Marine Parade
MOUNTBATTEN SUITES,861 Mountbatten Road  #01-04,1,58,Strata,760000,-,13103,1217,12-Nov-18,Apartment,Freehold,2012,Resale,Private,15,43,437842,Central Region,Marine Parade
N.A.,59 Wilkinson Road,1,1043,Land,15880000,-,15222,1414,7-May-18,Detached House,Freehold,Unknown,Resale,Private,15,43,436716,Central Region,Marine Parade
N.A.,31 Fowlie Road,1,255,Land,4188000,-,16404,1524,30-Apr-18,Semi-Detached House,Freehold,1994,Resale,Private,15,42,428493,Central Region,Marine Parade
N.A.,59B Duku Road,1,182,Land,3620000,-,19868,1846,30-Apr-18,Terrace House,Freehold,1958,Resale,Private,15,42,429217,Central Region,Marine Parade
N.A.,108 Everitt Road,1,311,Land,3580000,-,11496,1068,30-Apr-18,Terrace House,Freehold,1971,Resale,Private,15,42,428632,Central Region,Marine Parade
N.A.,70 Lorong Stangee,1,340,Land,3700000,-,10879,1011,27-Apr-18,Terrace House,Freehold,1990,Resale,HDB,15,42,425057,Central Region,Marine Parade
N.A.,40 Pulasan Road,1,169,Land,3050000,-,18079,1680,19-Apr-18,Terrace House,Freehold,1997,Resale,Private,15,42,424408,Central Region,Marine Parade
N.A.,54 Fowlie Road,1,150,Land,2800000,-,18679,1735,13-Apr-18,Terrace House,Freehold,1985,Resale,Private,15,42,428497,Central Region,Marine Parade
N.A.,13 Broadrick Road,1,558,Land,12500000,-,22401,2081,11-Apr-18,Detached House,Freehold,2006,Resale,Private,15,43,439514,Central Region,Marine Parade
N.A.,171 Tembeling Road,1,151,Land,2850000,-,18849,1751,9-Apr-18,Terrace House,Freehold,1986,Resale,HDB,15,42,423680,Central Region,Marine Parade
N.A.,345 Onan Road,1,180,Land,3000000,-,16648,1547,5-Apr-18,Terrace House,Freehold,1967,Resale,Private,15,42,424738,Central Region,Marine Parade
N.A.,465D Joo Chiat Road,1,114,Strata,1400000,-,12281,1141,5-Apr-18,Apartment,Freehold,Unknown,Resale,HDB,15,42,427677,Central Region,Marine Parade
N.A.,136H Everitt Road,1,164,Land,3100000,-,18914,1757,2-Apr-18,Terrace House,Freehold,1997,Resale,HDB,15,42,428668,Central Region,Marine Parade
N.A.,2B Stangee Place,1,112,Strata,1500000,-,13393,1244,29-Mar-18,Apartment,Freehold,Unknown,Resale,Private,15,42,424065,Central Region,Marine Parade
N.A.,94 Duku Road,1,182,Land,3000000,-,16502,1533,28-Mar-18,Terrace House,Freehold,1994,Resale,Private,15,42,429258,Central Region,Marine Parade
N.A.,292 Onan Road,1,168,Land,2770000,-,16488,1532,28-Mar-18,Terrace House,Freehold,Unknown,Resale,HDB,15,42,424777,Central Region,Marine Parade
N.A.,12M Crescent Road,1,212,Land,3950000,-,18632,1731,23-Mar-18,Semi-Detached House,Freehold,2004,Resale,Private,15,43,439370,Central Region,Marine Parade
N.A.,64B Meyer Road,1,376,Land,6500000,-,17273,1605,2-Mar-18,Semi-Detached House,Freehold,1992,Resale,Private,15,43,437892,Central Region,Marine Parade
N.A.,301 Onan Road,1,171,Land,3480000,-,20411,1896,28-Feb-18,Terrace House,Freehold,1952,Resale,Private,15,42,424692,Central Region,Marine Parade
N.A.,212 Carpmael Road,1,160,Land,2380000,-,14912,1385,26-Feb-18,Terrace House,Freehold,1953,Resale,Private,15,42,429943,Central Region,Marine Parade
N.A.,6 Duku Lane,1,142,Land,2100000,-,14758,1371,20-Feb-18,Terrace House,Freehold,1952,Resale,Private,15,42,429307,Central Region,Marine Parade
N.A.,3 Lyndhurst Road,1,663,Land,12388888,-,18686,1736,20-Feb-18,Detached House,Freehold,2001,Resale,Private,15,43,438089,Central Region,Marine Parade
N.A.,106C Arthur Road,1,416,Land,8550000,-,20573,1911,15-Feb-18,Detached House,Freehold,2012,Resale,Private,15,43,439833,Central Region,Marine Parade
N.A.,254 Carpmael Road,1,265,Land,3240000,-,12208,1134,13-Feb-18,Terrace House,Freehold,1966,Resale,Private,15,42,429964,Central Region,Marine Parade
N.A.,10A Amber Road,1,253,Land,7510000,-,29696,2759,2-Feb-18,Semi-Detached House,Freehold,Unknown,Resale,Private,15,43,439856,Central Region,Marine Parade
N.A.,10 Amber Road,1,269,Land,8888888,-,33044,3070,2-Feb-18,Semi-Detached House,Freehold,Unknown,Resale,Private,15,43,439855,Central Region,Marine Parade
N.A.,62A Meyer Road,1,319,Land,4300000,-,13492,1253,31-Jan-18,Semi-Detached House,Freehold,1992,Resale,Private,15,43,437887,Central Region,Marine Parade
N.A.,2F Broadrick Road,1,548,Land,10920000,-,19938,1852,30-Jan-18,Detached House,Freehold,2008,Resale,Private,15,43,439516,Central Region,Marine Parade
N.A.,344A Joo Chiat Road,1,91,Strata,1080000,-,11868,1103,26-Jan-18,Apartment,Freehold,Unknown,Resale,Private,15,42,427595,Central Region,Marine Parade
N.A.,342 Onan Road,1,171,Land,2450000,-,14344,1333,22-Jan-18,Terrace House,Freehold,Unknown,Resale,Private,15,42,424734,Central Region,Marine Parade
N.A.,15 Boscombe Road,1,1186,Land,17500000,-,14754,1371,22-Jan-18,Detached House,Freehold,Unknown,Resale,Private,15,43,439756,Central Region,Marine Parade
